@English@|@Portuguese@
@suit@|@caber (v.), fato, terno@
@suitable@|@apropriado@
@sulfur (US)@|@enxôfre@
@sulfuric (US)@|@sulfúrico@
@sulphur (UK)@|@enxôfre@
@sulphuric (UK)@|@sulfúrico@
@sum@|@soma, somar (v.)@
@summarize@|@resumir (v.), sumarie@
@summary@|@sumário@
@summer@|@verão@
@summon@|@chamar (v.), chame, intimar (v.)@
@summons@|@intimação@
@sun@|@sol@
@Sunday@|@Domingo@
@sunlight@|@luz solar@
@sunset@|@por do sol@
@sunshine@|@luz do sol@
@superimpose@|@sobrepor (v. t.)@
@superintend@|@fiscalizar (v. t.)@
@superpose@|@superpor (v. t.)@
@supervise@|@fiscalizar (v. t.), supervisar (v.), supervisione@
@supper@|@ceia, jantar (m.)@
@supplant@|@suplantar (v.)@
@supplementary@|@suplementar (v.)@
@supplicate@|@rogar (v.)@
@supply@|@abastecer (v.), fonte (f.), fornecer (v.), sortir (v. t. r.), suprir (v.)@
@support@|@amparar (v.), apadrinhar (v.), apoiar (v.), escora, suportar (v.), sustentação@
@support (family)@|@sustentar (v. t.)@
@suppose@|@supor (v. t.)@
@suppress@|@suprima@
@sure@|@certo@
@surely@|@certamente@
@surface@|@superfície@
@surgeon@|@cirurgião@
@surgery@|@cirurgia@
@surgical@|@cirúrgico@
@surname@|@sobrenome@
@surpass@|@extrapolar (v.), superar (v.)@
@surplus@|@excesso@
@surprise@|@abismar (v. t.), supreender (v.), surpreender (v. t.), surpresa@
@surprising@|@supreendente (adj.)@
@surrender@|@rendição@
@surround@|@acercar (v. t. r.), cercar (v.), cerque, circundar (v.)@
@surroundings@|@arredors@
@survey@|@aferir (v.), fiscalizar (v. t.), inspeccionar (v. t.)@
@survive@|@sobreviva, sobreviver (v.)@
@suspect@|@suspeitar (v.), suspeito@
@suspend@|@pendurar (v. t.), suspender (v.)@
@suspenders@|@suspensórios@
@suspicion@|@suspeita@
@sustain@|@sustentar (v. t.)@
@suture@|@sutura, suturar (v.)@
@swallow@|@andorinha, tragar (v. t.)@
@swan@|@cisne@
@swap@|@troca@
@sway@|@balanço@
@Swaziland@|@Suazilândia@
@swear@|@jurar (v.), jure@
@sweat@|@suar (v.), suor@
@Sweden@|@Suécia@
@Swedish@|@Sueco@
@sweep@|@varredura@
@sweet@|@doce@
@sweet-and-sour@|@doce-e-sweet-and-sour@
@sweeten@|@açucarar (v.), adoçar (v.)@
@swell@|@inchamento, inchar (v.)@
@swelling@|@inchamento@
@swerve@|@afastar (v. t.)@
@swift@|@rápido@
@swiftly@|@depressa, rapidamente@
@swim@|@nadada, nadar (v.)@
@swindle (money)@|@defraudar (v. t.)@
@swing@|@abalançar (v. t. r.), balanço, bambolear (v.)@
@swirl@|@redemoinho@
@Swiss@|@Suíço@
@switch@|@interruptor@
@switch off@|@desligar (v.)@
@switch on (radio)@|@ligar (v. t.)@
@Switzerland@|@Suíça@
@sword@|@espada@
@syllable@|@sílaba@
@symbol@|@símbolo@
@symbolize@|@simbolizar (v.)@
@symmetry@|@simetria@
@symptom@|@sintoma@
@synchronize@|@sincronizar (v.)@
@syntax@|@sintaxe@
@synthesize@|@sintetizar (v.)@
@syrup@|@xarope@
@system@|@sistema@
@systematic@|@sistemático@
@table@|@mesa, tabela@
@tablet@|@tabuleta@
@tabulation@|@tabelação@
@tack@|@alinhavar (v.)@
@tactic@|@tática@
@tactics@|@táticas@
@tag@|@rotular (v. t.)@
@tail@|@cauda@
@tailor@|@alfaiate, castuveira, costureira@
@tails@|@caudas@
@Taiwan@|@Formosa@
@take@|@ocupar (v.), tomar (v.)@
@take a bribe@|@vender-se (v. r.)@
@take a walk@|@passear (v.)@
@take care@|@ver (v. t. i. r.)@
@take care of@|@atender (v.), cuidar (v.)@
@take charge of@|@olhar (v. t.)@
@take flight@|@alar (v.)@
@take in@|@aceitar (v.)@
@take more time@|@alongar-se (v. r.)@
@take off@|@decolar (v.), descalçar (v.), tirar (v.)@
@take precautions@|@acautelar (v. t. r.)@
@take refuge@|@refugiar (v.)@
@take tea@|@merendar (v.)@
@take the place of@|@substituir (v.)@
@take the veil@|@professar (v.)@
@take up residence@|@domiciliar (v. t. r.)@
@take-out@|@para fora@
@tale@|@conto@
@talk@|@conversa, conversar (v.), falar (v.)@
@talk back@|@replicar (v.)@
@tall@|@alto@
@tame@|@amansar (v.), doméstico@
@tan@|@curtir (v.)@
@Tangier@|@Tânger@
@tangle@|@enredar (v.)@
@tank@|@tanque@
@Tanzania@|@Tanzânia@
@tap@|@torneira@
@tape@|@fita adesiva@
@tar@|@alcatrão, asfaltar (v.), piche@
@tardy@|@tarde@
@task@|@tarefa@
@Tasmania@|@Tasmânia@
@taste@|@gostar (v.)@
@tattered@|@esfarrapado@
@tax@|@imposto, taxar (v.), tributar (v.)@
@taxi@|@táxi@
@tea@|@chá (m.)@
@teach@|@ensinar (v.), ensine@
@teacher@|@mestra, mestre, professor@
@team@|@equipe@
@tea-pot@|@bule@
@tear@|@lágrima, rasgar (v.), rasgo@
@tear into pieces@|@despedaçar (v.)@
@tease@|@arrelíe@
@tea-towel@|@chá-toalha@
@technical@|@técnico@
@technique@|@técnica@
@technology@|@tecnologia@
@teeth@|@dentes@
@telegram@|@telegrama@
@telegraph@|@telegrafar (v.), telégrafo@
@telemetry@|@telemetria@
@telephone@|@telefonar (v.), telefone@
@telescope@|@telescópio@
@televise@|@televisar (v.)@
@television@|@televisão@
@tell@|@dizer (v.), narrar (v.), relatar (v.)@
@temper@|@têmpera, temperar (v.)@
@temperature@|@temperatura@
@tempest@|@tempestade@
@template@|@molde@
@temporarily@|@temporariamente@
@temporary@|@provisório@
@tempt@|@acorar (v. t.), aliciar (v. t.)@
@ten@|@dez@
@tend@|@tender (v.)@
@tendency@|@tendência@
@tender@|@encarregado@
@tennis@|@tênis@
@tension@|@tensão@
@tent@|@barraca, tenda@
@tenth@|@décima, décimo@
@tergiversate@|@tergiversar (v.)@
@term@|@termo@
@terminate@|@termine@
@terminology@|@terminologia@
@termite@|@térmita@
@terms@|@termos@
@terrain@|@terreno@
@terrible@|@terrível@
@terrify@|@estarreça@
@territory@|@território@
@terrorism@|@terrorismo@
@terrorist@|@terrorista@
@terse (style)@|@lapidar (adj.)@
@test@|@esforço, exame, provar (v.), teste@
@text@|@texto@
@Thailand@|@Tailândia@
@Thames@|@Tamisa@
@than@|@do que@
@thank@|@agradeça, agradecer (v.)@
@thank you@|@obrigado@
@thanks@|@agradecimento, agradecimentos, obrigado@
@that@|@a fim de que (conj.), aquela, aquele, aquilo, de modo que (conj.), e, essa, esse, isso, o que (rel. pron.), o/a qual (rel. pron.), os/as quais (rel. pron.), para que (conj.), que (rel. pron., conj.), quem (rel. pron.)@
@that much@|@tanto@
@that way@|@assim, tais, tal, tão@
@thaw@|@degelar (v.)@
@the@|@a (art. f.), as (f. pl.), o (art. m.), os (m. pl.)@
@the day before yesterday@|@anteontem@
@the healthy limb@|@são (m.)@
@the one@|@ao@
@the sound part@|@são (m.)@
@theatre@|@teatro@
@theft@|@furto, roubo@
@their@|@delas, deles, seu, seus, sua, suas@
@theirs@|@dele@
@them@|@as (f. pl.), elas (f. pl.), eles (m. pl.), lhes (pl.), os (m. pl.)@
@theme@|@tema@
@then@|@então@
@theory@|@teoria@
@therapy@|@terapia@
@there@|@acolá, aí, além, ali, lá@
@there are@|@há@
@there is@|@há@
@thereafter@|@depois disso@
@therefore@|@consequentemente@
@thermometer@|@termômetro@
@thermostat@|@termostato@
@these@|@estes@
@they@|@elas (f. pl.), eles (m. pl.), lhes@
@thick@|@densamente, gordo@
@thicken@|@engrossar (v.)@
@thicket@|@mata@
@thickness@|@espessura@
@thief@|@ladrão@
@thigh@|@coxa@
@thimble@|@dedal@
@thin@|@delgado, fino@
@thing@|@coisa, cousa, objecto@
@things@|@coisas@
@think@|@julgar (v.), opinar (v.), pensar (v.), pense, ver (v. t. i. r.)@
@third@|@terceira@
@thirst@|@sede@
@thirteen@|@treze@
@thirteenth@|@décimo terceira@
@thirtieth@|@trigésima@
@thirty@|@trinta@
@this@|@esta, este, esto, isto@
@thorn@|@espinho@
@those@|@aqueles@
@thou (archaic)@|@tu@
@though@|@embora@
@thought@|@pensamento@
@thoughtful@|@pensativo@
@thousand@|@mil@
@thousandth@|@um milésimo@
@thread@|@enfiar (v.), linha@
@threat@|@ameaça, arremesso@
@threaten@|@ameaçar (v.), ameace@
@three@|@três@
@three hundred@|@trezentos@
@three-hundredth@|@tricentésima@
@threshold@|@ponto inicial@
@thrill@|@electrizar (v. t.)@
@throat@|@garganta@
@through@|@através, pela, pelas (f. pl.), pelo, pelos (m. pl.), por, pronto@
@throughout@|@durante todo@
@throw@|@arremesso, atirar (v.), lançar (v.)@
@throw back@|@repercutir (v. i. r.)@
@thrust@|@pressão@
@thumb@|@polegar (v.)@
@thunder@|@trovão@
@Thursday@|@Quinta-feira@
@thus@|@assim, tais, tal, tão@
@Tibetan@|@Tibetano@
@tick@|@tiquetaque@
@ticket@|@bilhete, passagem, rotular (v. t.)@
@ticket-office@|@bilheteira@
@tickle@|@cócegas@
@tide@|@maré@
@tidy@|@arrumado@
@tie@|@atar (v.), enlaçar (v.), gravata, laço, ligar (v. t.), prender (v. t.), vincular (v.)@
@tie up@|@ligar (v. t.)@
@tie up to@|@empatar (v.)@
@tiger@|@tigre@
@tight@|@firmemente@
@tighten@|@acanhar (v. t. i. r.), aperte@
@tightly@|@firmemente@
@tile@|@telha@
@till@|@até@
@tilt@|@inclinação@
@timber@|@madeira@
@time@|@tempo, vez (f.)@
@time-table@|@horário@
@timid@|@tímido@
@tin@|@enlatar (v.), estanho, lata@
@tingle@|@zumbido@
@tinkle@|@tinido@
@tint@|@matiz@
@tiny@|@minúsculo@
@tip@|@gorjeta, ladear (v.), ponta@
@tire@|@cansar (v.), fatigar (v. i.)@
@tire (US)@|@pneumático@
@tiredness@|@cansaço@
@tiring@|@trabalhoso (adj.)@
@title@|@título@
@to@|@a, até, para@
@to her@|@lhe@
@to him@|@lhe@
@to it@|@lhe@
@to that@|@ao@
@to the@|@ao@
@to them@|@lhes@
@to what@|@ao@
@to you@|@lhe, lhes (pl.)@
@toad@|@sapo@
@toast@|@brinde@
@toast (drink)@|@brindar (v.)@
@tobacco@|@tabaco@
@tobacconist's@|@tobacconist@
@to-day (UK)@|@hoje@
@today (US)@|@hoje@
@toe@|@dedo do pé@
@together@|@junto@
@to-go@|@para fora@
@toil@|@lidar (v. i.), trabalho@
@toilet@|@privada, retrete, toalete@
@token@|@aceno, prova, símbolo@
@tolerate@|@sofrer (v.), suportar (v.), tolerar (v.), tolere@
@tomato@|@tomate@
@tomb@|@túmulo@
@tomorrow@|@amanhã@
@ton@|@tonelada@
@tone@|@tom@
@tongs@|@alicate@
@tongue@|@lingua, língua, linguagem, lingueta@
@tonight@|@hoje à noite@
@too@|@demasiadamente, demasiado, excessivamente, também, tambén@
@too bad@|@que@
@tool@|@ferramenta@
@tooth@|@dente@
@top@|@alto@
@topic@|@tópico@
@topical@|@tópico@
@torch@|@tocha@
@torment@|@afligir (v. t. r.), atormentar (v.)@
@torn@|@rasgado@
@tornado@|@tornado@
@tortoise@|@tartaruga@
@torture@|@tortura, torturar (v.)@
@toss@|@lance@
@total@|@soma@
@totalize@|@totalizar (v.)@
@totter@|@vacilar (v. t. i.)@
@touch@|@toque@
@tour@|@excursão@
@tourist@|@turista@
@tow@|@rebocar (v.)@
@toward@|@a, para@
@towards@|@a, para@
@towel@|@toalha@
@tower@|@torre@
@town@|@cidade, vila@
@town-hall@|@cidade-salão@
@toy@|@brinquedo@
@trace@|@calcar (v.), rastrear (v.), traçar (v.), traço@
@track@|@linha, trilha@
@tractor@|@trator@
@trade@|@comércio, transacção@
@tradition@|@tradição@
@traditional@|@tradicional@
@traffic@|@tráfego, traficar (v.)@
@tragedy@|@tragédia@
@tragic@|@trágico@
@trail@|@fuga@
@trailer (naut.)@|@reboque (m.)@
@train@|@adestrar (v.), comboio, treinar (v.), trem@
@trait@|@traço@
@tram@|@bonde@
@transaction@|@transação@
@transcribe@|@transcrever (v.)@
@transfer@|@alhear (v.), transferência, transferir (v.), trespassar (v. t.)@
@transform@|@mudar (v.), transformar (v.), transforme, volver (v. t. i. r.)@
@transgress@|@delinquir (v.), trair (v. t. i.), transgredir (v.), trespassar (v. t.)@
@transit@|@transitar (v.)@
@translate@|@traduza, traduzir (v.)@
@translation@|@tradução@
@transmit@|@enviar (v.), mandar (v.), transmita, transmitir (v.), trespassar (v. t.)@
@transmute@|@voltar (v.)@
@transport@|@transporte@
@transpose@|@transpor (v.)@
@transverse@|@transversal@
@trap@|@armadilha@
@travel@|@curso, viajar (v.)@
@traveler (US)@|@viajante@
@traveller (UK)@|@viajante@
@tray@|@Bandeja@
@treacherous@|@traiçoeiro@
@tread@|@passo@
@treasure@|@riqueza, tesouro@
@treat@|@deleite, parlamentar (v.), tratar (v.)@
@treatment@|@tratamento@
@treaty@|@tratado@
@tree@|@árvore (f.)@
@tree trunk@|@tronco@
@tremble@|@trema, tremer (v.)@
@trench@|@trincheira@
@trespass@|@trespassar (v. t.)@
@trial@|@experimentação@
@triangle@|@triângulo@
@triangulate@|@triangular (v. t.)@
@tribute@|@tributo@
@trick@|@truque@
@tricycle@|@triciclo@
@trigger@|@disparador@
@trim@|@guarnição, podar (v.)@
@trip@|@desengate, embicar (v.)@
@triple@|@triplicar (v. t.)@
@triturate@|@triturar (v.)@
@triumph@|@jubilar (v.), triunfar (v.), triunfo@
@trolley@|@trole@
@troop@|@tropa@
@trot@|@trotar (v.), trote@
@trouble@|@afligir (v. t. r.), problema@
@troublesome@|@incômodo@
@trough@|@calha@
@trousers@|@calças@
@trout@|@truta@
@truck@|@caminhão@
@true@|@certo, são (adj.), verdadeiro@
@truly@|@verdadeiramente@
@trumpet@|@trombeta@
@truncate@|@truncado, truncar (v.)@
@trunk@|@baú, tronco@
@trust@|@confiança, confiar (v.)@
@truth@|@verdade@
@try@|@a prova, a tentativa, ensaiar (v. t. i.), experimentar (v. t. i.), o ensaio, provar (v. t. i.), tentar (v. t.)@
@trying@|@de ensaio (adj.), penoso (adj.)@
@tube@|@tubo, válvula@
@tuck@|@aconchegar (v. t.)@
@Tuesday@|@Terça-feira@
@tuft@|@topete@
@tug@|@puxar (v.), rebocador@
@tugboat@|@rebocador@
@tummy@|@ventre@
@tumult@|@barulho@
@tuna@|@atum@
@tune (to a station)@|@sintonizar (v. t.)@
@Tunis@|@Tunes@
@Tunisia@|@Tunísia@
@tunnel@|@túnel@
@Turk@|@turco@
@turkey@|@peru (m.)@
@Turkey@|@Turquia@
@turn@|@fila, girar (v.), inclinar (v. t. r.), tornar (v. t. i. r.), vez (f.), volta, volver (v. t. i. r.)@
@turn into@|@tornar (v. t. i. r.)@
@turn into a desert@|@desertar (v.)@
@turn on (light)@|@abrir (v. t.)@
@turn out@|@sair (v.)@
@turnip@|@nabo@
@Tuscany@|@Toscânia@
@tutor@|@tutelar (v.)@
@TV@|@Tevê@
@twelfth@|@duodécima@
@Twelfth-night@|@Décimo-noite@
@twelve@|@doze@
@twentieth@|@vigésima@
@twenty@|@vinte@
@twenty-first@|@vigésima primeira@
@twenty-one@|@vinte (m.)@
@twenty-second@|@vigésima segunda@
@twenty-two@|@vinte (m.)@
@twice@|@duas vezes@
@twig@|@galho@
@twilight@|@crepúsculo@
@twins@|@gémeos, gêmeos@
@twirl@|@rodar (v.)@
@twist@|@retorcer (v.), torção, torcer (v.)@
@two@|@dois (m.), duas (f.)@
@two hundred@|@duzentos@
@two-hundredth@|@ducentésima@
@type@|@tipo@
@typewriter@|@máquina de escrever@
@typical@|@típico@
@typist@|@datilógrafo@
@tyre (UK)@|@pneumático@
@ugly@|@feio@
@Ukraine@|@Ucrânia@
@ultimately@|@finalmente@
@umbrella@|@guarda-chuva@
@umpire@|@árbitro@
@unanimous@|@unânime@
@unbalance@|@desequilibrar (v.)@
@unbind@|@desligar (v.)@
@unblock@|@desbloquear (v.)@
@unchain@|@desencadear (v.)@
@unclasp@|@desabrochar (v.)@
@uncle@|@tio@
@unclean@|@sujo (adj.)@
@unconscious@|@inconsciente@
@uncouple@|@desacople@
@uncover@|@abrir (v. t.), desabrigar (v.), desagasalhar (v. t. r.), descubra, destapar (v. t.)@
@undamaged@|@são (adj.)@
@undecayed@|@são (adj.)@
@undeceive@|@desenganar (v.)@
@under@|@sob@
@undergo@|@sofrer (v.), suportar (v.)@
@underground@|@subterrâneo@
@underline@|@sublinhar (v.)@
@underneath@|@abaixo, debaixo de@
@underpants@|@ceroulas@
@understand@|@compreenda, compreender (v.), entender (v.), ouvir (v.), ter conhencimento de (v.), ver (v. t. i. r.)@
@understandable@|@compreensível@
@understanding@|@compreensão@
@undertake@|@acometer (v. t. i.), empreenda, empreender (v.)@
@undertaker@|@empreendedor (m.)@
@underwater@|@subaquático@
@undo@|@desfazer (v.)@
@undo the plaits@|@desfranzir (v.)@
@undoubtedly@|@indubitàvelmente@
@undress@|@desagasalhar (v. t. r.), despir (v.)@
@unemployed@|@desempregados@
@unemployment@|@desemprego@
@uneven (number)@|@impar (adj.)@
@unexpectedly@|@inesperada@
@unfasten@|@abrir (v. t.), desprender (v.)@
@unfold@|@abrir (v. r.), desdobrar (v.)@
@unfortunate@|@infeliz@
@unfortunately@|@desgraçadamente, infelizmente@
@unfurl@|@despregar (v.)@
@unglue@|@descolar (v.), despegar (v.)@
@unhappy@|@infeliz@
@unhook@|@desenganchar (v.), desenganche@
@uniform@|@farda, uniforme@
@unify@|@unificar (v.)@
@unimpaired@|@são (adj.)@
@unimportant@|@sem importância@
@unintentional@|@involuntário@
@union@|@união@
@unique@|@original@
@unit@|@unidade@
@unite@|@aliar (v.), ligar (v. t.), unir (v.)@
@unity@|@unidade@
@universe@|@universo@
@university@|@universidade@
@unknown@|@desconhecido@
@unlace@|@desenlaçar (v.)@
@unless@|@a menos que@
@unload@|@descarregar (v.)@
@unlock@|@destrave@
@unlock (trunk@|@abrir (v. t.)@
@unmarried@|@solteiro@
@unmask@|@desmascarar (v.)@
@unoccupied@|@desocupado@
@unpack@|@desembalar (v.), desembale@
@unpleasant@|@desagradável@
@unpretending@|@simples@
@unravel@|@desemaranhar (v.)@
@unsaddle@|@desselar (v. t.)@
@unscrew@|@desparafusar (v.)@
@unseal (letter)@|@desselar (v. t.)@
@unseen@|@despercebido@
@unsolder@|@dessoldar (v. t.)@
@unsound@|@doentio@
@unstack@|@desamontoar (v. t.)@
@untie@|@desate, desligar (v.)@
@untie (package)@|@abrir (v. t.)@
@until@|@até@
@untwist@|@desenroscar (v.)@
@unusual@|@incomun@
@up@|@acima de@
@up to@|@até@
@update@|@actualizar (v.)@
@upholster@|@atapetar (v.), estofar (v.)@
@upon@|@em cima@
@upper@|@superior@
@uproot@|@desarraigar (v.)@
@upset@|@tresandar (v. t. i.), virada@
@upstairs@|@acima@
@up-to-date@|@moderno@
@upwards@|@para cima@
@uranium@|@urânio@
@urban@|@urbano@
@urge@|@impuso, instar (v.), urgir (v.)@
@urgent@|@urgente@
@urgently@|@urgente@
@Uruguay@|@Uruguai@
@us@|@nós@
@USA@|@EUA@
@use@|@empregar (v.), usar (v.), uso, utilizar (v.)@
@use to advantage@|@aproveitar (v.)@
@useless@|@inútil, vão@
@user@|@usuário@
@USSR@|@URSS@
@usually@|@geralmente@
@usurp@|@usurpar (v.)@
@utility@|@utilidade@
@utilize@|@utilizar (v.)@
@utopian@|@utópico@
@utter@|@total@
@vacant@|@vago@
@vacate@|@desocupar (v.)@
@vacation@|@férias@
@vaccine@|@vacina@
@vacillate@|@vacilar (v. t. i.)@
@vacuum@|@vácuo, vão@
@vacuum cleaner@|@aspirador@
@vain@|@vão@
@valid@|@válido@
@validate@|@validar (v.), valide@
@valley@|@vale@
@valuable@|@caro, valioso@
@value@|@apreciar (v. t.), valor, valorizar (v.)@
@valve@|@válvula@
@van@|@camionete@
@vanish@|@desvanecer-se (v. r.)@
@vapor (US)@|@vapor (m.)@
@vapour (UK)@|@vapor (m.)@
@variable@|@variável@
@variety@|@variedade@
@various@|@vário@
@varnish@|@envernizar (v.), verniz@
@vary@|@variar (v.), varie@
@vase@|@vaso@
@vast@|@vasto@
@Vatican@|@Vaticano@
@veal@|@vitela@
@vegetable@|@legume, vegetal@
@vegetarian@|@vegetariano@
@vegetate@|@vegetar (v.)@
@vegetation@|@vegetação@
@vehicle@|@veículo@
@veil@|@véu@
@vein@|@veia@
@velvet@|@veludo@
@venerate@|@venerar (v.)@
@Venice@|@Veneza@
@ventilate@|@ventilar (v.), ventile@
@ventilator@|@ventilador@
@venture@|@abalançar (v. t. r.), aventurar (v.), risco@
@verb@|@verbo@
@verify@|@verificar (v.)@
@verse@|@verso@
@version@|@versão@
@very@|@muito@
@very good@|@óptimo@
@vessel@|@embarcação, navio@
@vest@|@colete, veste@
@veto@|@vetar (v.)@
@vex@|@acabrunhar (v. t. r.)@
@vibrate@|@vibrar (v.), vibre@
@vibration@|@vibração@
@vice@|@vezo, virtude@
@vicinity@|@vizinhança@
@victim@|@vítima@
@victory@|@vitória@
@videotape@|@videocassette@
@Vienna@|@Viena@
@view@|@olhar (v. t.), ver (v. t. i. r.), vista@
@vigil@|@vigília@
@vigorous@|@são (adj.)@
@village@|@aldeia, vila@
@vine@|@videira, vinha@
@vinegar@|@vinagre@
@vineyard@|@vinhedo@
@violate@|@trair (v. t. i.), trespassar (v. t.), violar (v.)@
@violence@|@violência@
@violently@|@violentamente@
@violet@|@violeta@
@violin@|@violino@
@viper@|@cobra, víbora@
@virgin@|@virgem@
@virus@|@vírus@
@visa@|@visto@
@visible@|@visível@
@vision@|@visão@
@visit@|@frequentar (v.), ver (v. t. i. r.), viajar (v.), visita, visitar (v.)@
@visitor@|@visitante@
@vitamin@|@vitamina@
@vitiate@|@viciar (v.)@
@vocabulary@|@dicionário, vocabulário@
@vocalize@|@vocalizar (v.)@
@vociferate@|@vociferar (v.)@
@void@|@vácuo@
@volatilize@|@volatilizar (v.)@
@volcano@|@vulcão (m.)@
@volley@|@salva@
@voltage@|@tensão@
@voluntarily@|@voluntàriamente@
@voluntary@|@voluntário@
@volunteer@|@voluntário@
@vomit@|@vomitar (v.), vómito@
@vote@|@votar (v.), voto@
@vow@|@votar (v.), voto@
@vowel@|@vogal@
@voyage@|@viagem, viajar (v.)@
@wade@|@vadear (v.)@
@wage@|@salário@
@wages@|@salários@
@wagon (train/railroad)@|@vagão@
@wail@|@lamento@
@waist@|@cintura@
@waistcoat@|@colete@
@wait@|@aguardar (v.), espera, esperar (v.)@
@wait for@|@esperar (v.)@
@waiter@|@criado, empregado de mesa, garçon@
@wake@|@vigília@
@Wales@|@Gales@
@walk@|@andar (v.), caminhada, caminhar (v.)@
@wall@|@muro, parede@
@wallet@|@bolsa, carteira@
@walnut@|@noz@
@walnut tree@|@nogueira@
@wander@|@errar (v.), vaguear (v.), vagueie@
@want@|@anseio, queira, querer (v.)@
@war@|@guerra@
@warehouse@|@armazém@
@warm@|@morno, quente@
@warn@|@acautelar (v. t. r.), advertir (v.), advirta@
@warning@|@aviso@
@warp@|@urdir (v. t.)@
@warrant@|@abonar (v.), afiançar (v.), autorização@
@Warsaw@|@Varsóvia@
@wash@|@banhar (v. t. r.), lavagem, lavar (v.)@
@wasp@|@vespa@
@waste@|@desbaratar (v.), desperdiçar (v.), desperdício, dissipar (v.)@
@watch@|@espiar (v.), fiscalizar (v. t.), olhar (v. t.), vigiar (v.)@
@watch (wrist-)@|@relógio@
@watchmaker@|@relojeiro@
@watchman@|@guarda@
@water@|@água, aguar (v. t. i.), banhar (v. t. r.), regar (v.)@
@water-@|@água-@
@water at the mouth@|@aguar (v. t. i.)@
@water down@|@aguar (v. t. i.)@
@waterfall@|@cachoeira, cascata@
@watermelon@|@melancia@
@water-melon@|@melancia@
@waterproof@|@impermeabilizar (v.)@
@wave@|@acenar (v.), onda@
@waver@|@claudicar (v.), vacilar (v. t. i.)@
@wax@|@cera, encerar (v.)@
@way@|@estrada, maneira, moda, modo@
@way out@|@saída@
@we@|@nós@
@weak@|@débil, fraco@
@weaken@|@enfraqueça-se, enfraquecer (v.)@
@weakly@|@fraca@
@wealth@|@haver (v.), riqueza@
@wealthy@|@rico@
@weapon@|@arma@
@wear@|@calçar (v.)@
@wear out@|@esgotar (v. t.)@
@weary@|@cansado, fatigado@
@weather@|@tempo@
@weave@|@fiar (v.), tecer (v.)@
@wedding@|@casamento@
@wedge@|@cunha@
@Wednesday@|@Quarta-feira@
@weed@|@erva daninha@
@week@|@semana@
@weekend@|@fim de semana@
