@English@|@Esperanto@
@to the point@|@trafe, trafe dirita, trafe reaganta@
@to the right@|@dekstren@
@to the side@|@flanken@
@to them@|@al ili@
@to us@|@al ni@
@to what extent@|@kiagrade@
@to you@|@al ci, al vi@
@toad@|@bufo@
@toady to@|@fiflati@
@toast@|@rosti, tosti, tosto@
@toaster@|@panrostilo@
@tobacco@|@tabako@
@tobacconist's@|@tabakbutiko@
@today@|@hodiaŭ@
@to-day@|@hodiaŭ@
@toddle@|@paŝeti@
@to-do@|@penigaĵoj@
@toe@|@piedfingro@
@tofu@|@sojkazeo, toŭfuo@
@together@|@kune@
@together with@|@kaj ankaŭ, kune kun, plie@
@toggle@|@baskuli@
@toggle-switch@|@baskulŝaltilo@
@Togo@|@Togolando@
@toil@|@laborado@
@toilet@|@necesejo, tualeto@
@toilet bowl@|@necesujo@
@toilet brush@|@neceseja broso@
@toilet paper@|@neceseja papero@
@token@|@ĵetono, pruvo, signalo, signo@
@Tokyo@|@Tokjo@
@tolerable@|@tolerebla@
@tolerance@|@toleremo@
@tolerant@|@tolerema@
@tolerate@|@toleri@
@tolling@|@sonorado@
@Tom Thumb@|@Dikfingrulo@
@tomato@|@tomato@
@tomb@|@tombo@
@tombstone@|@tomboŝtono@
@tomorrow@|@morgaŭ, morgaŭo@
@tomorrow afternoon@|@morgaŭ posttagmeze@
@tomorrow evening@|@morgaŭ vespere@
@tomorrow morning@|@morgaŭ matene@
@ton@|@tuno@
@tone@|@tono@
@tongs@|@prenilo@
@tongs; clip@|@pinĉilo@
@tongue@|@lango, lingvo@
@tonight@|@ĉi tiun nokton@
@tonsil@|@tonsilo@
@too@|@ankaŭ, tro@
@too much@|@tro, tro multa@
@tool@|@ilo, laborilo@
@tool-box; toilet@|@necesujo@
@toolmaker@|@ilfaristo@
@tools@|@ilaro@
@tooth@|@dento@
@tooth decay@|@kario@
@toothache@|@dentdoloro@
@tooth-brush@|@dentbroso@
@toothless@|@sendenta@
@tooth-paste@|@dentpasto@
@toothpick@|@dentpikilo, dentpinglo@
@top@|@sensuprigi, supraĵo, turbo@
@top of the head@|@verto@
@top(2)@|@senpintigi, stumpigi, supro@
@topic@|@aktualaĵo, temo@
@topical@|@aktuala@
@topicality@|@aktualeco@
@torch@|@torĉo@
@torment@|@turmenti, turmento@
@torn@|@ŝiriĝinta, ŝirita@
@torpedo@|@torpedi, torpedo@
@torrent@|@torento@
@tortoise@|@testudo@
@torture@|@torturi, torturo@
@toss@|@ĵeteti@
@toss off@|@onani@
@tot@|@etulino, etulo@
@total@|@totala, totaligi@
@total abstainer@|@abstinenculo@
@totalitarianism@|@totalismo@
@totality@|@tuteco@
@totem@|@totemo@
@toucan@|@ramfasto, tukano@
@touch@|@afekcii, fingrofrapo, tuŝi@
@touch at one point@|@tanĝi@
@touch lightly@|@tuŝeti@
@touch lightly on@|@mencii mallonge@
@touch on@|@mencii mallonge@
@touch up@|@retuŝi@
@touch upon@|@ektuŝi@
@touch(2)@|@kuntuŝiĝi, tuŝado, tuŝo@
@touched@|@afekciita@
@touching@|@emocia, kortuŝa@
@touch-me-not@|@netuŝumino@
@touchy@|@ofendiĝema@
@tour@|@turneo@
@tour guide@|@ĉiĉerono@
@tourism@|@turismo@
@tourist@|@turisto@
@tourist agency@|@vojaĝagentejo@
@tourist bureau@|@turistoficejo@
@tournament@|@turniro@
@tousle@|@hirtigi, taŭzi@
@tow@|@remorki, treni@
@toward@|@al, ale al, rilate al@
@towards@|@al, ale al, ĉirkaŭ, rilate al@
@towel@|@mantuko@
@tower@|@turo@
@towing-line@|@trenkablo@
@town@|@urbeto, urbo@
@town council@|@magistrato@
@town hall@|@urbdomo@
@town-hall@|@magistrata domo@
@township@|@vilaĝeto@
@toxic@|@toksa@
@toxicity@|@tokseco@
@toy@|@ludilo@
@trace@|@paŭsi, postsigno, spuro@
@trachea@|@traĥeo@
@track@|@kurejo, spuri, spuro, trako@
@tractability@|@agordiĝemo@
@tractable@|@akordiĝema@
@tractor@|@traktoro@
@trade@|@komerci, komerco, metio, negoci, negoco@
@trade and industry@|@entreprenaro@
@trade school@|@metilernejo@
@trade-union@|@sindikato@
@trade-unionism; syndicalism@|@sindikatismo@
@trading@|@komercado, negocado@
@tradition@|@tradicio@
@traditional@|@tradicia@
@traditionalism@|@tradiciismo@
@traffic@|@cirkulado, trafiko@
@traffic jam@|@trafikŝtopiĝo@
@traffic rules@|@trafikregularo@
@traffic tie-up@|@trafikŝtopiĝo@
@tragedy@|@tragedia, tragedio, tragikeco@
@tragic@|@tragika@
@trail@|@spuri, vojsulko@
@trailer@|@postveturilo, remorko, ruldomo@
@train@|@akompanantaro, dresi, trajno, trejni, vagonaro@
@train ticket@|@trajnbileto@
@trained@|@edukita@
@trainee@|@staĝanto@
@traineeship@|@staĝo@
@trainer@|@dresisto, trejnisto@
@training@|@trejnado@
@trait@|@trajto@
@traitor@|@perfidulo@
@trajectory@|@trajektorio@
@tram@|@tramo@
@tram stop@|@tramhaltejo@
@tramping@|@piedfrapado@
@trample on@|@treti@
@tranquil@|@trankvila@
@transact money@|@spezi@
@transaction@|@transakcio@
@transcendent@|@transcenda@
@transfer@|@dekontigi, transig, transiri, transiro, transloki@
@transform@|@aliformigi, metamorfozi, transformi@
@transformation@|@aliformiĝo, metamorfozo, transformo@
@transformation(2)@|@aliformigo, ŝanĝiĝo, ŝanĝo, transformado@
@transfuse@|@transfuzi@
@transgress@|@peki, transpaŝi@
@transgression@|@peko@
@transient@|@pasema@
@transistor@|@transistoro@
@transitive@|@transitiva@
@transitory@|@efemera@
@Transkei@|@Transkejo@
@translate@|@traduki@
@translate into Esperanto@|@esperantigi@
@translation@|@traduko@
@transliteration@|@transskribo@
@transmit@|@sendi, transmisii@
@transmitter@|@transmisiilo@
@transparent@|@travidebla@
@transplant@|@grefti@
@transport@|@transporti, transporto@
@transportation@|@transportado@
@transporter@|@transportisto@
@Transvaal@|@Transvalo@
@Transvaalian@|@transvala@
@transverse@|@kver-, transversa@
@transvestite@|@travestianto@
@Transylvania@|@Transilvanio@
@trap@|@kaptilo@
@trash@|@fatraso, senvaloraĵo@
@trauma@|@traŭmato@
@traumatic@|@traŭmata@
@travel@|@veturi, vojaĝi@
@travel agency@|@vojaĝagentejo@
@travel as passenger@|@pasaĝeri@
@travel back@|@reveturi@
@travel companion@|@kunvojaĝanto@
@travel through@|@travojaĝi@
@travel through. drive through@|@traveturi@
@travel together@|@kunveturi@
@travelled@|@multvojaĝinta@
@traveller@|@vojaĝanto@
@travesty@|@travestio@
@trawler@|@trolŝipo@
@tray@|@pleto@
@treacherous@|@perfida, perfidema@
@treachery@|@perfido@
@tread@|@paŝi, piedpasi, suriri, treti@
@tread upon@|@surtreti@
@treasure@|@trezoro@
@treasurer@|@trezoristo@
@treasurer's report@|@kasraporto@
@treat@|@kuraci, pritrakti, regali, regalo, trakti@
@treat as@|@trakti kiel@
@treat to@|@regali per@
@treatise@|@traktaĵo@
@treatment@|@manipulado, pritraktado, trakto@
@treatment(2)@|@kuracado, traktado@
@treaty@|@traktato@
@tree@|@arbo@
@tree-trunk@|@arbotrunko@
@tremble@|@tremi@
@trembling@|@tremado, tremo@
@tremor@|@tremo@
@trench@|@tranĉeo@
@trestle@|@stablo@
@Treves@|@Triero@
@trial@|@afliktado, juĝado, provaĵo@
@trial copy@|@provnumero@
@triangle@|@triangulo@
@Triassic@|@Triaso@
@tribal@|@triba@
@tribalism@|@tribismo@
@tribe@|@tribo@
@tribe member@|@tribano@
@tribunal@|@tribunalo@
@tribute@|@tributo@
@trick@|@mistifiki, ruzo, truko@
@trick(2)@|@alkutimaĵo, petolaĵo, ruzaĵo@
@trick; trickery@|@artifiko@
@trickle down@|@deguti@
@tricycle@|@triciklo@
@tried@|@elprovita@
@Trier@|@Triero@
@trifle@|@bagatelo, laboreto, neniaĵo@
@trifling@|@bagatela@
@trigger@|@ĉano@
@trigonometry@|@trigonometrio@
@trill@|@trili, trilo@
@trillion@|@triliono@
@trilogy@|@trilogio@
@trim@|@garni, plibeligi iom, stuci@
@trimming@|@pasamento@
@trinity@|@triunuo@
@Trinity@|@Triunuo@
@Trinity Sunday@|@Festo de la Sankta Triunuo@
@trip@|@paŝeti, veturo, vojaĝo@
@triple@|@triobla@
@triplets@|@trinaskitoj@
@tripod@|@stativo@
@Tripoli@|@Tripolo@
@trishaw@|@pedaltaksio@
@trite@|@banala, tede banala@
@triteness@|@banaleco@
@triumph@|@triumfi, triumfo@
@trivialise@|@bagateligi@
@triviality@|@banaleco@
@Trojan@|@trojano@
@trolley@|@troleo@
@trolley bus@|@trolebuso@
@trombone@|@trombono@
@troop@|@hordo, trupo@
@trope@|@tropo@
@trophy@|@trofeo@
@tropical@|@tropika@
@tropics@|@tropiko@
@trot@|@troti@
@Trotskyism@|@trockiismo@
@trouble@|@ĝeni, ĝeno, malfacilaĵo, problemo@
@troublesome@|@ĝena@
@troubling@|@embarasa@
@trough@|@trogo@
@troupe@|@trupo@
@trousers@|@pantalono@
@trout@|@truto@
@trowel@|@trulo@
@Troy@|@Trojo@
@truant@|@malasidua@
@truce@|@militpaŭzo@
@truce; cease-fire@|@batalhalto@
@truck@|@kamiono, ŝarĝaŭto@
@truculent@|@batalema@
@true@|@prava@
@truly@|@reale, vere@
@trump@|@atuti, atuto@
@trumpet@|@trumpeti, trumpeto@
@truncate@|@senpintigi, sensuprigi, stumpigi@
@trunk@|@arbotrunko, kofro, kofrujo, rostro, torso, trunko@
@trust@|@fidi, fidi je, fido, juĝi laŭ, konfidi@
@trust in@|@fidi al, konfidi al@
@trustee@|@sindiko@
@trusting@|@konfida@
@trustworthy@|@fidinda@
@truth@|@vereco, vero@
@truthfulness@|@vereco, veremo@
@try@|@peni, provi@
@try on@|@surprovi@
@try out@|@elprovi@
@T-shirt@|@T-ĉemizo@
@Tsonga@|@conga lingvo, congo@
@Tsonga language@|@conga lingvo@
@T-square@|@ortilo@
@tsunami@|@cunamo@
@Tswana@|@tsvana lingvo@
@Tswana language@|@tsvana lingvo@
@tub@|@kuvo@
@tube@|@ĉrtubo, hoso, tubo, valvo@
@tuberculosis@|@ftizo, tuberkulozo@
@Tuesday@|@mardo@
@tuft@|@tufo@
@tug@|@ektiri, tiri, trenŝipo@
@tugboat@|@trenŝipo@
@tulip@|@tulipo@
@tumble down@|@defali@
@tummy@|@ventro@
@tumour@|@tumoro@
@tumult@|@tumulto@
@tuna@|@tinuso@
@tuna-fish@|@tinuso@
@tune@|@agordi, melodio, sintonizi@
@tuneful@|@melodia@
@tungsten@|@volframo@
@tunic@|@tuniko@
@tuning fork@|@diapazono@
@Tunis@|@Tuniso, Tunizo@
@Tunisia@|@Tunizio@
@Tunisian@|@tunisiano, tunizia, tuniziano@
@Tunisian woman@|@tunizianino@
@tunnel@|@tunelo@
@Turin@|@Torino@
@Turk@|@turko@
@turkey@|@meleagro@
@Turkey@|@Turkio, Turkujo@
@Turkish@|@turka@
@Turkish lady@|@turkino@
@Turkish woman@|@turkino@
@Turkmen@|@turkmeno@
@Turkmenistan@|@Turkmenio@
@turn@|@naturdoto, renversi, torni, turni sin, turno@
@turn around@|@turni, turni sin@
@turn away@|@forsendi, forturni@
@turn away; deter@|@deturni@
@turn back@|@returniĝi, turni sin@
@turn of speech@|@dirmaniero, parolturno@
@turn off@|@elŝalti, malfunkciigi, malŝalti@
@turn on@|@ekfunkciigi, turni plipreme@
@turn on(2)@|@aktivigi, enŝalti, ŝalti@
@turn over@|@renversi, renversiĝi@
@turn round@|@turni, turni sin@
@turn(2)@|@devii, inversigi, turni, turniĝo, vico@
@turn(3)@|@deturniĝi, ŝanĝi, turni plipreme, turniĝi@
@turned-in legs@|@ikskruroj@
@turner@|@tornisto@
@turning point@|@turnopunkto@
@turnip@|@napo, rapo@
@turnip-rooted celery@|@tubercelerio@
@turnover@|@spezo, vendosumo@
@turnpike@|@aŭtoŝoseego@
@turquoise@|@turkiso@
@Tuscany@|@Toskano@
@tussle@|@interbatali, interkvereli@
@tutor@|@guverni, guvernisto@
@TV@|@televido@
@TV film@|@televida filmo@
@TV movie@|@televida filmo@
@TV set@|@televidilo@
@twaddle@|@paroli sensence@
@twelfth@|@dek-dua@
@Twelfth-night@|@Epifanio@
@twelve@|@dek du@
@twentieth@|@dudeka@
@twenty@|@dudek@
@twenty-one@|@dudek unu@
@twice@|@dufoje@
@twig@|@branĉeto@
@twilight@|@krepusko@
@twill@|@kepro@
@twin@|@dunaskito, ĝemela, ĝemelo@
@twine@|@plekti@
@twins@|@dunaskitoj, ĝemelduo, ĝemeloj@
@twist@|@serpentumi, tvisti, tvisto@
@twist(2)@|@kurbiĝadi, tordi, volviĝi@
@twitch@|@ciki, tiko@
@twitching@|@cikado@
@twitter@|@pepi@
@two@|@du@
@two hundred@|@ducent@
@two weeks@|@du semajnoj@
@two-edged@|@ambaŭtranĉa@
@two-sided@|@duflanka@
@type@|@maŝinskribi, preslitero, tajpi, tipo@
@typeset@|@komposti@
@typesetter@|@kompostisto@
@typewriter@|@skribmaþino@
@typewriter carriage@|@ĉareto@
@typhoon@|@tifono@
@typhus@|@tifo@
@typical@|@tipa@
@typing@|@tajpado@
@typist@|@tajpistino@
@typographic art@|@presarto@
@tyrannise@|@tirani@
@tyranny@|@tiraneco@
@tyrant@|@tirano@
@tyre@|@pneŭmatiko, pneŭmo, pneŭo@
@tyre lever@|@radringa deprenilo@
@Tyrrhenian Sea@|@Tirena Maro@
@ubiquitous@|@ĉieesta@
@udder@|@mamego, mamo@
@UFO@|@NIFO@
@Uganda@|@Ugando@
@Ugandan@|@uganda, ugandano@
@ugly@|@malbela, turpa@
@ukase@|@ukazo@
@Ukraine@|@Ukrainio, Ukrainujo@
@Ukrainian@|@ukraina, ukraino@
@Ukrainian woman@|@ukrainino@
@ulcer@|@ulcero@
@ultimately@|@fine@
@ultimatum@|@ultimato@
@ultrashort-wave@|@ultrakurtonda@
@Ulysses@|@Uliso@
@umbrella@|@pluvombrelo@
@umpire@|@arbitracianto@
@un-@|@ne-, sen-@
@unabashed@|@malpruda@
@unabbreviated@|@nemalplilongigita@
@unambiguous@|@unusenca, unusignifa@
@unanimous@|@unuanima, unuvoĉa@
@unarmed@|@senarma@
@unashamedly@|@senhonte@
@unassuming@|@senpretenda@
@unattached man@|@solulo@
@unbearable@|@neeltenebla@
@unbraid@|@malplekti@
@unburdening@|@senŝarĝiĝo@
@unceremonious@|@senceremonia@
@uncertain@|@malcerta@
@unchain@|@malkateni@
@uncharted@|@nekartografita@
@uncle@|@onklo@
@unclean@|@malpura@
@unclear@|@neklara@
@unconcealed@|@senkaŝa@
@unconditional@|@senkondiĉa@
@unconnected@|@neligita@
@unconscious@|@senkonscia, sveninta@
@uncooked@|@nekuirita@
@uncouple@|@malkupli@
@uncover@|@malkovri@
@uncritical@|@senkritika@
@undecided@|@hezitema@
@under@|@malsupre de, sub@
@under bond@|@kaŭcie@
@underdeveloped@|@subevoluinta@
@underestimate@|@subtaksi@
@undergarment@|@subvesto@
@underground@|@metroo, subtera@
@underground station@|@metrostacio@
@underhand@|@kaŝite@
@underhanded@|@malsincera@
@underline@|@substreki@
@underlying@|@suba@
@undermine@|@sapei, subfosi@
@underneath@|@malsupre, sub, sube, suben@
@undernourished@|@subnutrita@
@undernourishment@|@subnutrado@
@underpants@|@kalsono@
@underscore@|@substreko@
@understand@|@kompreni@
@understand each other@|@interkompreniĝi@
@understandable@|@komprenebla@
@understanding@|@interrilato, komprenema, komprenpovo@
@understood@|@komprenita@
@undertake@|@entrepreni, klopodi@
@undertaker@|@enteriga entreprenisto, sepultentreprenisto@
@undertaker's business@|@enteriga entrepreno@
@underwater@|@subakva@
@undignified@|@sendigna@
@undo@|@malfari@
@undoubtedly@|@sendube@
@undress@|@malvesti, negliĝo, senvestigi@
@undress(2)@|@malvestiĝi, senvestiĝi@
@undue@|@troa@
@undulate@|@ondi@
@uneducated@|@malklera, needukita@
@unemployed@|@senlabora@
@unemployed person@|@senlaborulo@
@unemployment@|@senlaboreco@
@unequalled@|@senegala@
@unequivocal; one-way@|@unusenca@
@unexpectedly@|@neatendite@
@unfaithful@|@malfidela@
@unfasten@|@malfiksi@
@unfavourable@|@malfavora@
@unfetter@|@malkateni@
@unfit for work@|@labormaltaŭga, labornekapabla@
@unfold@|@malfaldi@
@unforgettable@|@neforgesebla@
@unfortunate@|@malfeliĉulo@
@unfortunately@|@bedaŭrinde, feliĉe, malbonŝance, malfeliĉe@
@unfounded@|@senkaŭza@
@ungainly@|@plumpa@
@ungrateful@|@sendanka@
@unhappy@|@malfeliĉa@
@unheard of@|@neaŭdita@
@unhook@|@dekroĉi@
@unicorn@|@unukornulo@
@unified@|@unueca@
@uniform@|@uniformo, unuforma@
@unilateral@|@unuflanka@
@unimaginable@|@neimagebla@
@unimportant@|@malgrava, negrava@
@unintelligible@|@nekomprenebla@
@unintended@|@pretervola@
@unintentional@|@senintenca@
@union@|@unio@
@unique@|@unika@
@unique specimen@|@unikaĵo@
@unit@|@unito, unuo@
@unit of measurement@|@mezurunuo@
@unite@|@kunigi, unuigi@
@united@|@unuiĝinta@
@United Nations@|@Unuiĝintaj Nacioj@
@United States of America@|@Usono@
@unity@|@unueco@
@universal@|@universala@
@universality@|@ĝeneraleco, universaleco@
@universe@|@universo@
@university@|@universitato@
@university graduate@|@universitata diplomito@
@unjust@|@maljusta@
@unkempt@|@nekombita@
@unkind@|@malafabla@
@unknown@|@nekonata@
@unlawful@|@neleĝa@
@unlearn@|@dekutimiĝi, mallerni@
@unleavened bread@|@maco@
@unless@|@krom se@
@unload@|@malŝarĝi@
@unlock@|@malŝlosi@
@unmarried@|@fraŭla@
@unmarried woman@|@fraŭlino@
@unmask@|@senmaskigi@
@unmasked@|@senmaska@
@unnatural@|@kontraŭnatura@
@unoccupied@|@neokupita@
@unordinary@|@neordinara@
@unpack@|@elpaki, malpaki@
@unpaid@|@honorofica@
@unpardonable@|@nepardonebla@
@unplanned@|@senplana@
@unpleasant@|@malafabla, malagrabla@
@unplug@|@malŝtopi@
@unprecedented@|@senprecedenca@
@unpretentious@|@senpretenda@
@unprincipled@|@senkonscienca@
@unprotected@|@senprotekta@
@unpunished@|@senpune@
@unremovable@|@neforigebla@
@unrest@|@perturbo@
@unrig@|@malrigi@
@unripe@|@nematura@
@unroll@|@malbobeni@
@unroll; develop@|@malvolvi@
@unrolling@|@malbobenado@
@unscrew@|@malŝraŭbi@
@unscrupulous@|@senkonscienca, senskrupula@
@unseemly@|@malkonvena@
@unseen@|@nevidata@
@unsocial@|@kontraŭsocia@
@unsound@|@vermborita@
@unstable@|@labila, malfirma, malstabila@
@unsuccessful@|@sensukcesa@
@unsuited@|@maloportuna, maltaŭga@
@untalented@|@sentalenta@
@unthinking@|@senpensa@
@untidiness@|@malpureco@
@untidy@|@hirta@
@untie@|@malimpliki, malligi, malnodi@
@until@|@ĝis@
@untroubled@|@serena@
@untrue@|@malvera, nevera@
@untruth@|@malveraĵo, malvero@
@unusual@|@nekutima@
@unveil@|@senvualigi@
@unwell@|@malbonfartanta@
@unwilling@|@malvolonta@
@unwillingness@|@malvolo@
@unwind@|@malbobeni@
@unwinding@|@malbobenado, malvolvado@
@unworthy@|@malinda@
@unzip@|@malzipi@
@up@|@supren@
@up(wards)@|@alten@
@update@|@ĝisdatigi@
@uphill@|@supren@
@upholster@|@remburi@
@upload@|@alŝuti, suprenŝarĝi@
@upon@|@je, pri, sur@
@upper@|@supra@
@upper arm@|@supra brako@
@upper hand@|@supereco@
@upper side@|@supra flanko@
@uppermost@|@plej supra@
@upset@|@konfuzita, konsterniĝinta, renversi@
@upset(2)@|@konsternita, malsaneta@
@upstairs@|@superŝtupare, supre@
@up-to-date@|@aktuala, ĝisdata@
@upwards@|@supren@
@Ural@|@Uralo@
@urban@|@enurba, urba@
@urchin; jack@|@bubo@
@urge@|@urĝi@
@urge on@|@plivigligi@
@urgency@|@insistado, insisto, urĝeco@
@urgent@|@urĝa@
@urgently@|@urĝe@
@urinate@|@pisi, urini@
@urine@|@urino@
@urn@|@urno@
@Uruguay@|@Urugvajo@
@Uruguayan@|@urugvaja, urugvajano@
@Uruguayan woman@|@urugvajanino@
@us@|@al ni, ni, nin@
@US citizen@|@usonano@
@USA@|@Usono@
@use@|@aplikado, apliko, uzado, uzi, uzo@
@use up@|@elĉerpi, eluz, forkonsumi, foruzi, konsumi, trivi@
@used@|@uzita@
@used merchandise@|@brokantaĵo@
@used to@|@kutimita@
@used up@|@elĉerpita, finuzita, foruzita@
@useful@|@utila@
@usefulness@|@utileco@
@useless@|@sentaŭga, senutila, vana@
@user@|@uzanto, uzulo@
@user interface@|@uzulinterfaco@
@usher@|@pedelo@
@USSR@|@Sovetio, Sovetunio@
@usual@|@ĝenerala, kutima, ordinara@
@usually@|@kutime, ordinare@
@usufruct@|@fruktuzo@
@usurp@|@uzurpi@
@usury@|@uzuro@
@uterus@|@utero@
@utilisation@|@utiligo@
@utilise@|@ekspluati, utiligi@
@utilitarianism@|@utilismo@
@utility@|@utileco, utilprogramo@
@Utopia@|@Utopio@
@utopian@|@utopia@
@Utrecht@|@Utreĥto@
@utter@|@eligi@
@Uzbek@|@uzbeka, uzbekino, uzbeko@
@Uzbek lady@|@uzbekino@
@Uzbek woman@|@uzbekino@
@Uzbekistan@|@Uzbekio, Uzbekujo@
@Vaal@|@Valo@
@vacant@|@neokupita, vaka@
@vacation@|@ferioj, libertempo@
@vacation home@|@daĉo@
@vaccinate@|@vakcini@
@vaccination@|@vakcinado@
@vaccine@|@vakcino@
@vacuum@|@vakuo@
@vacuum cleaner@|@polvosuĉilo@
@vagabond@|@vagulo@
@vagina@|@vagino@
@vague@|@maldetala, svaga@
@vain@|@vana, vanta@
@vainglorious@|@glorama@
@Valencia@|@Valencio, Valencujo@
@valerian@|@valeriano@
@Valhalla@|@Valhalo@
@valiant@|@kuraĝa@
@valid@|@valida@
@validate@|@validigi@
@valise@|@valizo@
@Valkyrie@|@valkiro@
@valley@|@valo@
@valuable@|@grandvalora, kara, valora, valoraĵo@
@value@|@valoro@
@valve@|@klapo, valvo@
@van@|@kamioneto@
@vandal@|@vandalo@
@vanilla@|@vanilo@
@vanity@|@vaneco, vanteco@
@vanity bag@|@virinsaketo@
@vanity case@|@tualetujo@
@vapour@|@akvovaporo, vaporo@
@variable@|@varia@
@variation@|@variado@
@varicose vein@|@variko@
@varied@|@diversa@
@variety@|@varieco, vario@
@variety entertainment@|@varieteo@
@various@|@diversa@
@varix@|@variko@
@varnish@|@laki, verniso@
@vary@|@varii@
@vase@|@vazo@
@Vaseline@|@vazelino@
@vassal@|@feŭdulo@
@vast@|@vasta@
@vastitude@|@vasteco@
@vat@|@kuvo@
@VAT@|@aldonvalora imposto@
@Vatican@|@vatikana, Vatikano@
@Vatican City@|@Vatikanurbo@
@vault@|@volbo@
@vaulted ceiling@|@volbo@
@vaulting-horse@|@boko@
@veal@|@bovidaĵo@
@vegetable@|@legomo, planta@
@vegetarian@|@vegetara, vegetarano@
@vegetate@|@vegeti@
@vegetation@|@vegetaĵaro, vegetaĵo@
@vehicle@|@veturilo@
@veil@|@vuali, vualo@
@veiled@|@kaþa@
@vein@|@vejni, vejno@
@velvet@|@velura, veluro@
@vend@|@vendi@
@Venda@|@vendaa lingvo, vendao@
@Venda language@|@vendaa lingvo@
@vendetta@|@vendeto@
@veneration@|@honorigo@
@venereal@|@venera@
@venereal disease@|@venerea malsano@
@Venetian@|@veneca, venecano, venecia, veneciano@
@Venetian blind@|@latkurteno@
@Venezuela@|@Venezuelo@
@Venezuelan@|@venezuela, venezuelano@
@Venezuelan woman@|@venezuelanino@
@vengeance@|@venĝado, venĝo@
@Venice@|@Veneco@
@venison@|@cervaĵo@
@vent@|@forreagi@
@ventilate@|@ĉrumi, ventoli@
@ventilator@|@ventolilo@
@venture@|@kuraĝi entrepreni, riski@
@venturous@|@iniciatema@
@Venus@|@Venuso@
@veranda@|@verando@
@verb@|@verbo@
@verbatim@|@laŭvorte@
@verdict@|@verdikto@
@verge@|@bermo, vojbordero@
@verge of a road@|@bermo, vojbordero@
@verify@|@kontroli@
@vermin@|@damaĝbesto, fibestoj, fiinsektoj@
@vermouth@|@vermuto@
@verse@|@strofo, verso@
@version@|@versio@
@vertebra@|@vertebro@
@vertical@|@vertikala@
@vertigo@|@vertiĝo@
@verve@|@vervo@
@very@|@tre@
@very much@|@tre@
@very well@|@bonege, eminente@
@vessel@|@ŝipo, ujo, vazo@
@vest@|@subĉemizo, veŝto@
@Vesta@|@Vesto@
@vestal@|@vestalo@
@vestal virgin@|@vestalo@
@Vesuvius@|@Vezuvo@
@veteran@|@veterano@
@veterinarian@|@bestkuracisto, veterinaro@
@veto@|@vetoo@
@vex@|@ĉagreni@
@viable@|@vivipova, vivkapabla@
@vibrate@|@vibri@
@vibration@|@vibrado, vibro@
@vicar@|@paroĥestro, parokestro@
@vice@|@malvirto, ŝraŭbtenilo, vajco, virto@
@vice-president@|@vicprezidanto@
@vice-versa@|@inverse@
@vicinity@|@apudaĵo, najbaraĵo@
@vicious@|@malica, maligna@
@victim@|@viktimo@
@victimise@|@pelĉasi, viktimigi@
@victor@|@venkanto@
@victory@|@venko@
@video recorder@|@magnetoskopo@
@videotape@|@vidbendo@
@video-tape@|@videobendo@
@Vienna@|@viena, Vieno@
@Viennese@|@viena, vienano@
@Viennese woman@|@vienanino@
@Vietnam@|@Vjetnamio, Vjetnamo@
@Vietnamese@|@vjetnama, vjetnamano@
@Vietnamese woman@|@vjetnamanino@
@view@|@elvido, kontempli, panoramo, rigardi, vidaĵ, vido@
@viewpoint@|@vidpunkto@
@vignette@|@vinjeto@
@vigour@|@aktiveco, forto, vigleco@
@Viking@|@vikingo@
@vile@|@malnobla@
@villa@|@vilao@
@village@|@vilaĝo@
@villager@|@vilaĝano@
@vine@|@vitejo, vito@
@vinegar@|@vinagro@
@vineyard@|@vinberejo@
@vinyl@|@vinilo@
@viola@|@vjolo@
@violate@|@atenci, malobservi@
@violate; rape@|@perforti@
@violation@|@stupro@
@violence@|@perforto@
@violent@|@fortega@
@violently@|@perforte, violente@
@violet@|@violkolora, violo@
@violin@|@violono@
@violinist@|@violonisto@
