@English@|@Norwegian@
@size@|@dimensjon, nummer, størrelse@
@skate@|@skøyte@
@skateboard@|@rullebrett@
@skating-rink@|@skøytebane@
@skeleton@|@skjelett@
@skeptic@|@skeptisk@
@sketch@|@skisse, skissere@
@skew@|@vippe@
@ski@|@gå på ski, ski@
@ski pole@|@skistav@
@ski track@|@skiløype@
@ski wax@|@skismøring@
@skid@|@gli, skli, skrens, støtteplanke@
@skier@|@skiløper@
@ski-jumper@|@skihopper@
@skilful@|@dyktig@
@ski-lift@|@skiheis@
@skill@|@dyktighet, ferdighet@
@skilled@|@dyktig, faglært@
@skilte med@|@skilte@
@skim@|@skumme@
@skin@|@hinne, hud, skall, skinn, snerk@
@skin tonic@|@hudvann@
@skinny@|@radmager@
@skip@|@byks, hopp, hoppe over, sprett@
@skip over@|@sløyfe@
@skipper@|@kaptein, lagleder, skipper@
@skipping-rope@|@hoppetau@
@skirmish@|@skjærmyssel, småslåss@
@skirt@|@flik, frakkeskjøt, skjørt@
@skull@|@hodeskalle@
@skunk@|@stinkdyr@
@sky@|@himmel, himmelen@
@skylight@|@overlys, takvindu@
@skyscraper@|@skyskraper@
@slab@|@plate, skive, steinhelle@
@slack@|@slakk, slapp, sløy@
@slacken@|@minske, slakke, slappe av@
@slacker@|@slappfisk@
@slag@|@slagg@
@slam@|@slem, smell, smelle igjen@
@slander@|@baktale, bakvaskelse@
@slanderer@|@baktaler@
@slanderous@|@baktalende@
@slang@|@slang@
@slant@|@på skrå, skråning, synspunkt, vinkle, vinkling@
@slanting@|@skrå, skrånende@
@slap@|@dask, klapse, slag@
@slap dash@|@skjødesløs@
@slash@|@flenge, kutte opp, skråstrek@
@slate@|@skifer, skifertavle@
@slaughter@|@blodbad, nedsabling, slakting@
@slaughterhouse@|@slakteri@
@slave@|@slave@
@slave trade@|@slavehandel@
@slavery@|@slaveri@
@slay@|@slå ihjel@
@slayer@|@drapsman@
@sled@|@ake, kjelke, slede@
@sledgehammer@|@slegge@
@sleek@|@blank, glatt@
@sleep@|@sove, sove, søvn, søvn@
@sleeper@|@sovende, sovevogn@
@sleepiness@|@søvnighet@
@sleeping sickness@|@sovesyke@
@sleepingbag@|@sovepose@
@sleeping-car@|@sovevogn@
@sleeping-drug@|@sovemiddel@
@sleepless@|@søvnløs@
@sleep-walker@|@søvngjenger@
@sleepy@|@søvnig@
@sleet@|@sludd@
@sleeve@|@erme@
@sleigh@|@slede@
@slender@|@skrøpelig, slank, smekker, tynn@
@slice@|@del, skive, sleiv, spade, spatel, stykke@
@slice (verb)@|@skive@
@slick@|@elegant, glatt@
@slide@|@dias, lysbilde, ras, sklie, skred@
@slide trombone@|@trekkbasun@
@slide-rule@|@regnestav@
@slight@|@forbigående, sped, ubetydelig@
@slim@|@slank, slanke seg@
@slime@|@slam, slim@
@slimming remedy@|@slankemiddel@
@sling@|@fatle, kaste, slynge@
@slip@|@feil, glidning, sluring, strimmel@
@slip away@|@slippe unna@
@slip of paper@|@seddel@
@slip off@|@ta av@
@slip on@|@ta på@
@slip out@|@stikke av@
@slipped disc@|@skiveprolaps@
@slipper@|@tøffel@
@slip-up@|@tabbe@
@slit@|@revne, rift, spalte, splitt@
@slither@|@skli@
@slithery@|@glatt@
@slogan@|@parole, slagord@
@slop@|@pytt, skyllevann@
@slope@|@helling, motbakke, skråne, skråning@
@sloppy@|@slurvet, våt@
@slops@|@skvalpe, søle, sølevann@
@slosh@|@skvalpe, skvalping@
@slot@|@luke, spalte, sprekk@
@slot-machine@|@myntautomat, spilleautomat@
@slouch@|@henge slapt@
@slouch along@|@slentre avsted@
@slovenly@|@sjusket@
@slow@|@kjedelig, langsom, sen, tungnem@
@slow train@|@somletog@
@slowly@|@sakte@
@sludge@|@mudder, snøslaps, sørpe@
@sluice@|@sluse, spyle@
@slumber@|@slummer, slumre@
@slumberous@|@søvndyssende, søvnig@
@slump@|@falle brått, plutselig prisfall@
@slur@|@skrive utydelig, snakke utydelig@
@slush@|@slaps, søle@
@slut@|@ludder@
@sly@|@listig, lur, slu@
@smack@|@klask, smak, smatting, smellkyss@
@smack lips@|@smatte@
@small@|@liten, ubetydelig@
@small room@|@kammer@
@smart@|@fiks, flott, gløgg, lur, skarp, våken@
@smash@|@brak, hardt slag, slå, smadre@
@smashing@|@flott, knusende@
@smattering@|@overfladisk kjennskap@
@smear@|@bakvaske, flekk, smøre utover@
@smell@|@lukt, lukte@
@smelt@|@smelte@
@smile@|@smil, smile@
@smiling and fun@|@sprudlende@
@smith@|@smed@
@smithy@|@smie@
@smock@|@arbeidskittel@
@smog@|@røyktåke@
@smoke@|@ryke, røyk, sigar, sigarett@
@smoke detector@|@røykvarsler@
@smoked@|@røkt@
@smoked salmon@|@røkelaks@
@smoker@|@røykekupé, røyker@
@smoking@|@røyking@
@smoky@|@røykfylt@
@smooth@|@berolige, glatt, glatte, jevn, rolig@
@smoulder@|@ulme@
@smudge@|@flekk, gni utover@
@smug@|@selvtilfreds@
@smuggle@|@smugle@
@smuggler@|@smugler@
@smut@|@flekk, skitt, smuss, smusse, sote@
@smutty@|@skitten, sotet, uanstendig@
@snack@|@lett måltid, matbit@
@snag@|@ulempe@
@snail@|@snegl@
@snails@|@bløtdyr@
@snake@|@slange@
@snap@|@forhastet, glefs, knekke, smekk, snappe@
@snappy@|@bisk, irritabel@
@snare@|@fange i snare, snare@
@snarl@|@knurre, snerre@
@snatch@|@kjapt grep, napp, rake, snappe@
@sneak@|@luske, sladre, sladrehank, snike@
@sneer@|@hånlig flir, smile hånlig@
@sneeze@|@nys, nyse@
@sniff@|@rynke på nesen, snufse, snuse@
@snifter@|@dram@
@sniper@|@snikskytter@
@snob@|@snobb@
@snobbery@|@snobbethet@
@snobbish@|@snobbet@
@snore@|@snork, snorke@
@snort@|@fnyse, snøfte@
@snorter@|@dram@
@snot@|@snørr@
@snotty@|@snørret@
@snout@|@snute, tryne@
@snow@|@snø@
@snowstorm@|@snøstorm@
@snowy@|@snødekket, snøhvit@
@snub@|@avbryte, irettesette@
@snuff@|@snus, snuse, snyte, utbrent veke@
@snug@|@koselig, krype sammen, lun@
@snuggle@|@kose@
@so@|@altså, så, såpass@
@so far@|@hittil@
@so long@|@ha det, på gjensyn@
@so much@|@såpass@
@so much the better@|@desto bedre@
@so to speak@|@liksom@
@soak@|@gjennombløte@
@soak up@|@suge opp@
@soake@|@gjennombløte@
@soaked@|@gjennomvåt@
@soap@|@såpe, såpe inn@
@soapsuds@|@såpeskum@
@soar@|@fly høyt, stige sterkt, sveve@
@sob@|@hulke, hulking@
@sober@|@edru, edruelig, nøktern, sindig@
@sobriety@|@edruelighet, nøkternhet@
@so-called@|@såkalt@
@soccer@|@fotball@
@sociable@|@omgjengelig, selskapelig@
@social@|@samfunns-, selskaps-, sosial@
@socialize@|@sosialisere@
@socially@|@sosialt@
@society@|@forening, samfunn, selskap@
@sock@|@sokk@
@socket@|@hofteskål, holder, stikkontakt, øyenhule@
@sod@|@gresstorv@
@soda@|@brus, natron, soda@
@sofa@|@sofa@
@soft@|@blid, bløt, dempet, myk, svak@
@soft roe@|@melke@
@soften@|@bløtgjøre, mildne@
@softness@|@bløthet, mildhet@
@software@|@programvare@
@soil@|@jord, jordbunn, skitt, søle, torv@
@sojourn@|@opphold, oppholde@
@solace@|@trøst@
@soldier@|@soldat@
@sole@|@ene-, eneste, sjøtunge, såle@
@solely@|@utelukkende@
@solemn@|@høytidelig@
@solemnity@|@høytidelighet@
@solicit@|@anmode om, be innstendig om@
@solicitor@|@rådgivende advokat@
@solid@|@fast, massiv, pålitelig, solid@
@solidarity@|@samhold@
@solidify@|@størkne@
@solidity@|@fasthet, soliditet@
@solitary@|@enslig, ensom@
@solitude@|@ensomhet@
@solution@|@løsning, oppløsning@
@solve@|@løse@
@somber@|@sturen@
@some@|@noe, noen, omtrent, somme, visse@
@somebody@|@en eller annen, noen@
@somehow@|@på en eller annen måte@
@someone@|@noen@
@somersault@|@saltomortale@
@something@|@et eller annet, noe@
@something that is said@|@utsagn@
@sometime@|@en dag, en gang@
@sometimes@|@av og til, innimellom, undertiden@
@somewhat@|@litt, noe, temmelig@
@somewhere@|@et eller annet sted@
@son@|@sønn@
@song@|@sang, vise@
@sonic@|@lyd-@
@sonic depth finder@|@ekkolodd@
@son-in-law@|@svigersønn@
@sonnet@|@sonett@
@soon@|@gjerne, snart, tidlig@
@sooner@|@heller, snarere@
@soot@|@sot@
@soothe@|@berolige@
@sooty@|@sotet, svart@
@sop@|@bløte opp, godbit, oppbløtt brødbit, pyse@
@sophisticated@|@raffinert, tilgjort, verdenserfaren@
@sorcerer@|@trollmann@
@sorcery@|@trolldom@
@sordid@|@elendig, simpel, skitten@
@sordine@|@sordin@
@sore@|@byll, sår, øm, ømtålig@
@soreness@|@sårhet, ømhet@
@sorrow@|@bedrøvelse, sorg@
@sorry@|@bedrøvet, lei, sørgmodig@
@sort@|@ordne, slag, sort, sortere@
@soul@|@sjel@
@sound@|@frisk, klang, lyd, låte, sunn, uskadd@
@sound (v)@|@lyde@
@sound asleep@|@i dyp søvn@
@sound barrier@|@lydmur@
@sound-proof@|@lydisolert@
@sounds (verb)@|@låte@
@soup@|@suppe@
@soup ladle@|@suppeøse@
@soup-plate@|@suppetallerken@
@sour@|@forbitre, gretten, sur, surne@
@source@|@kilde, opprinnelse@
@south@|@i sør, syden, sør, sørover@
@southbound@|@går sørover@
@southern@|@sydlandsk, sør, sørlig@
@southerner@|@sydlending@
@southwards@|@sørover@
@south-wester@|@sydvest, sør-vestvind@
@souvenir@|@minnesmerke@
@sovereign@|@hersker, monark, suverén@
@sovereignty@|@suverenitet@
@sow@|@purke, så@
@spa@|@kursted@
@space@|@areal, mellomrom, plass, rom, spalteplass, tidsrom@
@space bar@|@mellomromtast@
@spacebar@|@avstandstast@
@spacious@|@rommelig, vid@
@spade@|@spade@
@spades@|@spar@
@span@|@omspenne, spann, spenn, spennvidde@
@spank@|@daske, klaps, klaske, smekk@
@spanker@|@mesan@
@spanking@|@juling, ris@
@spanner@|@skiftenøkkel, skrunøkkel@
@spare@|@knapp, ledig, reserve, sparsom@
@spare parts@|@reservedeler@
@spare room@|@gjesterom@
@spare time@|@fritid@
@spare-rib@|@svineribbe@
@sparing@|@forsiktig, sparsom@
@sparingly@|@sparsom@
@spark@|@gnist, gnistre@
@spark plug@|@tennplugg@
@sparkle@|@funkle, gnist, gnistre, perle@
@sparkling@|@glitrende, musserende@
@sparkplug@|@tennplugg@
@spark-plug@|@tennplugg@
@sparrow@|@spurv@
@spasm@|@krampe, krampetrekning@
@spatial@|@rom-, romlig@
@spawn@|@gyte, legge egg, rogn@
@spawning ground@|@gyteplass@
@speak@|@snakk, snakke, tal, tale@
@speaker@|@høyttaler, ordstyrer, taler@
@spear@|@lanse, spidde, spyd@
@special@|@spesial-, spesiell, særlig@
@special issue@|@temanummer@
@specialist@|@fagmann, fagperson@
@specialist teacher@|@faglærer@
@speciality@|@spesialitet@
@specialize@|@spesialisere@
@species@|@art@
@specific@|@presis, spesiell, spesifikk, særegen@
@specification@|@spesifisering@
@specify@|@spesifisere@
@specimen@|@eksemplar@
@speck@|@liten flekk@
@spectacle@|@opptog, syn@
@spectacles@|@briller@
@spectacular@|@iøynefallende, prangende@
@spectator@|@tilskuer@
@speculate@|@gruble, spekulere@
@speculation@|@spekulasjon@
@speech@|@diskurs, tale@
@speech therapist@|@logoped@
@speechless@|@målløs, stum@
@speed@|@fart, hast, haste, hurtighet@
@speed limit@|@fartsgrense@
@speed up@|@sett opp farten@
@speedboat@|@passbåt@
@speedbump@|@fartsdemper@
@speed-limit@|@fartsgrense@
@speedy@|@hurtig, rask, snarlig@
@spell@|@periode, trylleformular, tørn@
@spellbound@|@fjetret, fortryllet@
@spellcheck@|@stavekontroll@
@spelling@|@rettskrivning, stavemåte@
@spend@|@bruke, forbruke, tilbringe@
@spendthrift@|@ødeland@
@spew@|@spy ut@
@sphere@|@klode, sfære@
@spice@|@krydder, krydre@
@spicy@|@krydret, pikant@
@spider@|@edderkopp@
@spider web@|@edderkoppnett, spindelvev@
@spike@|@aks, nagle, pigg, pigge, spiss@
@spill@|@kaste av, spille, søle@
@spin@|@snurre rundt, spinne, virvle@
@spinach@|@spinat@
@spinal@|@rygg-@
@spinal cord@|@ryggmarg@
@spinal fluid@|@spinalvæske@
@spin-drier@|@sentrifuge@
@spin-dry@|@sentrifugere@
@spine@|@bokrygg, kaktustorn, ryggrad@
@spinning mill@|@spinneri@
@spinning-wheel@|@rokk@
@spinster@|@ugift kvinne@
@spire@|@spir@
@spirit@|@humør, sinnelag, spøkelse, ånd@
@spirited@|@energisk, livlig@
@spiritual@|@geistlig, åndelig@
@spit@|@frese, odde, spidd, sprute, spytt, spytte@
@spite@|@ondskapsfullhet@
@spiteful@|@ondskapsfull@
@spitfire@|@hissigpropp@
@spittle@|@spytt@
@splash@|@plask, plask, skvett, skvette@
@spleen@|@dårlig humør, livstretthet, milt@
@splendid@|@glimrende, storartet, strålende@
@splendour@|@glans, prakt@
@splice@|@skjøte, spleise@
@splint@|@skinne@
@splinter@|@flis, splint, splintre, spon@
@split@|@spalting, splittelse, sprekk@
@split peas@|@gule erter@
@splutter@|@frese, oppstyr, sprute, spruting@
@spoil@|@bytte, forderve, rov, skjemme, ødelegge@
@spoil sport@|@gledesdreper@
@spoke@|@eike, trinn@
@spokesman@|@talsmann@
@sponge@|@svamp, vaske med svamp@
@sponge-cake@|@sukkerbrød@
@sponger@|@snyltegjest@
@sponsor@|@fadder, garantere, garantist, støtte@
@spontaneous@|@spontan, umiddelbar@
@spook@|@spøkelse@
@spooky@|@nifs, skummel@
@spool@|@filmrull, spole@
@spoon@|@skje@
@sport@|@atspredelse, idrett, lek, moro@
@sportsground@|@idrettsplass@
@sportsman@|@sportsmann@
@sportswear@|@sportsklær@
@spot@|@flekk, flekke, oppdage, smule, sted@
@spot test@|@stikkprøve@
@spotless@|@uten flekker@
@spotlight@|@prøsjektør, søkelys@
@spotted@|@flekket, prikket@
@sprain@|@forstue, forstuing@
@sprained@|@forstuet, vrikket@
@sprawl@|@bre seg, ligge henslengt@
@spray@|@kvist, sprøyt, sprøyteveske@
@spray can@|@sprayboks@
@spray-gun@|@sprøytepistol@
@spray-paint@|@sprøytemale@
@spread@|@bre seg, omfang, spre seg, utbredelse, utstrekning@
@spreadsheet@|@regneark@
@spree@|@moro, rangel@
@sprig@|@kvast, kvist@
@spring@|@fjær, hopp, kilde, sats, spenn, vår@
@spring dive@|@sviktstup@
@spring mattress@|@springmadrass@
@springboard@|@springbrett@
@spring-tide@|@springflo@
@springtime@|@vår@
@springy@|@fjærende, spenstig@
@sprinkle@|@skvette, stenke@
@sprinkler@|@spreder@
@sprout@|@skudd, spire@
@spruce@|@fin, fjong, gran@
@spry@|@kvikk, livlig@
@spur@|@anspore, spore@
@spurn@|@avvise med forakt, forsmå@
@spurned@|@forsmådd@
@spurt@|@sprute, spurt, spurte@
@sputter@|@frese, snakke fort, sprute@
@spy@|@spion, spionere@
@spyglass@|@liten kikkert@
@spyhole@|@kikkhull@
@squabble@|@kjekl, kjekle@
@squad@|@lag, patrulje@
@squadron@|@eskadron, skvadron@
@squalid@|@skitten, ussel@
@squall@|@byge, skrike, skrål, vindstøt@
@squalor@|@skitt@
@squander@|@sløse, spre, ødsle bort@
@square@|@firkantet, kvadratisk, real, rettvinklet, ærlig@
@square meter@|@kvadratmeter@
@square mile@|@kvadratmil@
@square root@|@kvadratrot@
@square-shouldered@|@bredskuldret@
@squash@|@fruktsaft, gresskar, trengsel@
@squat@|@liten, sitte på huk, undersetsig@
@squatter@|@husokkupant@
@squatting@|@husokkupasjon@
@squeak@|@pip, pipe@
@squeal@|@hvin, hvine@
@squeamish@|@kvalm, pysete@
@squeegee@|@nal@
@squeeze@|@klemme, presse, trykke@
@squid@|@bløtdyr@
@squint@|@myse, skjele@
@squint-eyed@|@skjeløyd@
@squire@|@godseier@
@squirm@|@vri seg@
@squirrel@|@ekorn@
@squirt@|@sprut, sprute@
@stab@|@dolke, stikke@
@stabbing@|@knivstikking@
@stability@|@fasthet, stabilitet@
@stabilization@|@stabilisering@
@stabilize@|@stabilisere@
@stabilizer@|@stabilisator@
@stable@|@stabil, stall, trygg, varig@
@stack@|@stabel, stable, stakk, stakke@
@stadium@|@stadion@
@staff@|@personale, stab, stang, stokk@
@stag@|@hjort@
@stage@|@plattform, skueplass, stillas@
@stage fright@|@lampefeber, sceneskrekk@
@stagecraft@|@sceneteknikk@
@stage-director@|@regissør@
@stage-hand@|@scenearbeider@
@stage-manager@|@inspisent@
@stagger@|@forbløffe, rave, raving, vakl@
@stagnant@|@stillestående@
@stagnate@|@stagnere@
@stag-party@|@utdrikkingslag@
@stain@|@flekk, flekke, skam, vanære@
@stain remover@|@flekkfjerner@
@stainless@|@plettfri, rustfri@
@stair@|@trappetrinn@
@staircase@|@trapp, trappegang@
@stairs@|@trapp, trapper@
@stake@|@innsats, påle, stake, våge@
@stale@|@bedervet, doven, flau, gammel@
@stalemate@|@fastlåst situasjon, matt@
@stalk@|@liste seg frem, spankulere, stengel, stilk@
@stall@|@bås, markedsbu, spiltau@
@stallion@|@hingst@
@stamina@|@utholdenhet@
@stammer@|@stamme@
@stamp@|@avtrykk, frimerke, preg, stempel@
@stampdealer@|@frimerkehandler@
@stampede@|@panikk@
@stand@|@bod, stand, standpunkt, stans, stå@
@stand by@|@holde seg parat, stå ved@
@stand up against@|@stille opp mot@
@stand up for@|@stille opp for@
@standard@|@fane, flagg, norm, normal-, standard@
@standard of living@|@levestandard@
@standardize@|@standardisere@
@standing@|@anseelse, rang, stående@
@standpoint@|@standpunkt, synspunkt@
@standstill@|@stans, stillstand@
@stanza@|@strofe, vers@
@staple@|@stapel, stift@
@stapler@|@stiftemaskin@
@star@|@stjerne@
@starboard@|@styrbord@
@starch@|@stive, stivelse@
@stare@|@stirre, stirring@
@starfish@|@sjøstjerne@
@stark@|@fullstendig, ren, rent, stiv@
@starling@|@stær@
@starlit@|@stjerneklart@
@starring role@|@hovedrolle@
@stars@|@stjerner@
@start@|@begynnelse, rykke, start, støkk@
@starter@|@forrett, starter@
@starting-point@|@utgangspunkt@
@startle@|@overraske, skremme@
@start-page@|@inngangsside@
@starvation@|@hungersnød, sult@
@starve@|@sulte@
@state@|@erklære, rang, stand, stat, stilling, tilstand@
@stately@|@prektig, verdig@
@statement@|@beretning, erklæring, fremstilling, utsagn@
@statement of account@|@avregning@
@statesman@|@statsmann@
@station@|@anbringe, stasjon, stilling@
@stationary@|@stasjonær, stillestående@
@stationer@|@papirhandler@
@stationery@|@skrivesaker@
@station-master@|@stasjonmester@
@statistical@|@statistisk@
@statistics@|@statistikk@
@statue@|@statue@
@stature@|@legemshøyde, ry@
@status@|@posisjon, status@
@statute@|@lov, vedtekt@
@statutory@|@lovfestet@
@staunch@|@pålitelig, trofast@
@stave@|@strofe, tønnestav@
@stave off@|@avverge, forhale@
@stay@|@bardun, bli, opphold, stag, stanse@
@stay away@|@holde seg borte@
@stay put@|@bli hvor man er@
@stay up@|@våke@
@stead@|@sted@
@steadfast@|@lojal@
@steadiness@|@stadighet@
@steady@|@regelmessig, rolig, stø@
@steak@|@biff@
@steal@|@liste seg, stjele@
@stealthily@|@i smug@
@steam@|@damp, dampe@
@steam iron@|@dampjern@
@steamboiler@|@dampkjele@
@steamer@|@dampskip@
@steamship@|@dampskip@
@steatite@|@kleberstein@
@steel@|@herde, stål, stål, stålsette@
@steep@|@bratt, dyppe, skrent, steil, stiv, stup@
@steepen@|@bli brattere, gjøre brattere@
@steeple@|@spisst tårn@
@steeplechase@|@hinderløp@
@steer@|@styre, ung okse@
@steerage@|@styring@
@steering@|@styring@
@steering wheel@|@ratt@
@steering-column@|@rattstang@
@steering-wheel@|@ratt@
@stem@|@demme, forstavn, stett, stilk@
@stench@|@stank@
@stenographer@|@stenograf@
@stenography@|@stenografi@
@step@|@fottrinn, skritt, trappetrinn, tre@
@stepfather@|@stefar@
@stepmother@|@stemor@
@stepped (past form of tre)@|@trådte@
@sterling@|@ekte, gedigen@
@stern@|@akterstevn, hard, streng@
@stevedore@|@stuer@
@stew@|@lapskaus, småkoke, stuing@
@steward@|@forvalter, intendant, stuert@
@stewed@|@stuet@
@stick@|@feste, kjepp, kølle, stang, stikke, stokk, støte@
@stick around@|@holde seg i nærheten@
@stick out@|@stikke ut@
@stick to@|@holde fast ved@
@sticker@|@klistremerke@
@sticking plaster@|@heftplaster@
@sticky@|@klebrig, lummer, seig, vanskelig@
@stiff@|@stiv, stri, støl, vrien@
@stiffen@|@gjøre stiv, stive, stivne@
@stifle@|@kvele, undertrykke@
@stifled@|@halvkvalt@
@still@|@allikevel, enda, ennå, fortsatt, likevel, stille@
@stillbirth@|@dødfødsel@
@still-born@|@dødfødt@
@stilt@|@stylte@
@stilted@|@oppstyltet@
@stimulant@|@oppstive, stimulerende middel@
@stimulate@|@stimulere@
@stimulating@|@stimulerende@
@stimulation@|@stimulering@
@sting@|@brenne, brodd, nag, stikk, stikke, svi@
@stinging nettle@|@brennesle@
@stingy@|@gjerrig@
@stink@|@stank, stinke@
@stipulation@|@betingelse@
@stir@|@bevege, bevegelse, oppstuss, røre@
@stir up@|@hisse opp@
@stirrup@|@stigbøyle@
@stitch@|@hefte sammen, maske, sting, sy@
@stock@|@aksje, beholdning, bestand, lager, skjefte@
@stock car@|@olabil@
@stock exchange@|@børs@
@stockbreeder@|@kvegoppdretter@
@stockbroker@|@aksjemekler@
@stocking@|@strømpe, strømpe@
@stocky@|@tettvokst@
@stodgy@|@kjedelig, tungt fordøyelig@
@stoke@|@fyre opp@
@stoker@|@fyrbøter@
@stole@|@stola@
@stolid@|@passiv, sløv, tung@
@stomach@|@finne seg i, mage@
@stomach-ache@|@mageknip, vondt i magen@
@stone@|@stein, stein@
@stoneage@|@steinalder@
@stone-chippings@|@steinsprut@
@stoned@|@skev@
@stony@|@steinet, steinhard@
@stool@|@krakk, taburett@
@stools@|@avføring@
@stoop@|@bøye seg, lute@
@stop@|@avbrytelse, hinder, opphør, stans, stoppe, stå@
@stopgap@|@midlertidig, nødhjelp@
@stoppage@|@stans, stopping@
@stopping@|@fylling, plombe@
@storage@|@lagerrom, lagring, lagringsavgift@
@storage battery@|@akkumulator@
@storage space@|@oppbevaring@
@store@|@butikk, forretning, forråd, lager, oppbevare@
@store room@|@bod@
@storehouse@|@lagerbygning, magasin@
@storekeeper@|@kjøpmann, lagerformann@
@storey@|@etasje@
@stork@|@stork@
@storm@|@storm, storme, uvær@
@stormy@|@stormfull@
@story@|@etasje, fortelling, historie@
@stout@|@kjekk, tapper, traust@
@stoutness@|@kjekkhet, korpulens@
@stove@|@komfyr, ovnovn@
@stow@|@stue@
@stowage@|@stuing@
@stowaway@|@blindpassasjer@
@straddle@|@sitte over skrevs, skreve@
@straggler@|@etternøler@
@straight@|@grei, like, rett, rettskaffen, strak@
@straight forward@|@likefrem@
@straight on@|@rett frem@
@straighten@|@rette, rette på@
@straighten out@|@rette ut@
@straighten up@|@rette seg opp, rydde opp@
@straightforward@|@likefram@
@strain@|@belastning, forstuing, påkjenning@
@strained@|@anstrengt, tvungen@
@strainer@|@sil@
@strait@|@strede, sund@
@strait-jacket@|@tvangstrøye@
@strand@|@strand, strande@
@strange@|@fremmed, merkelig@
@stranger@|@fremmed@
@strangle@|@kvele@
@stranglehold@|@kvelertak@
@strap@|@rem, slå, spenne fast, stropp@
@straw@|@halm, strå@
@strawberry@|@jordbær@
@stray@|@bortkommen, streif@
@streak@|@fare avsted, snev, strek, stripe, trekk@
@streaky@|@stripete@
@stream@|@bekk, elv, strøm, strømme@
@streamer@|@vimpel@
@street@|@gate@
@street battle@|@gateslag@
@street sign@|@gateskilt@
@streetcar@|@sporvogn, trikk@
@strength@|@krefter, styrke@
@strengthen@|@bli sterkere, styrke@
@strenuous@|@anstrengende, energisk, iherdig@
