@English@|@Tagalog@
@stuff@|@bagay-bagay, magmualan@
@stuffing@|@panglaman, panimplá@
@stumble@|@dupilas, tisod@
@stumbling-block@|@kinatitisuran, pinagkakasalahan@
@stump@|@punò ng kahoy, tangkay@
@stun@|@bansutin, lituhín, tuligin@
@stupefaction@|@pagkamaang, pagkamanga, panggigilalas@
@stupefy@|@pahangain, tuligin@
@stupendous@|@kagilágilalás, kahangahangà@
@stupid@|@gunggóng, tanga@
@stupidity@|@kagunggungan, kahangalan@
@stupor@|@kahanga-lán, pagkakamanga@
@sturdy@|@matibay, matigas, unat@
@stutter@|@magago, magaril, maumíd, mautal, umutal@
@style@|@kináhiratihan@
@stylish@|@masarap basahin ó pakinggan@
@suavity@|@lambot, tamís@
@subaltern@|@mababà, saklaw, sakop@
@subdivide@|@mulíng hatiin@
@subdue@|@pasukuin, supilin@
@subject@|@nasa kapangyarihan ng iba, paksa, sukò, supil@
@subject (1)@|@kabig, kampon, kawal, pasukuin, pinaguusapan, súliran, supilin@
@subject (2)@|@pasukuin, súliranin, supilin@
@subjection@|@atang, pagpapasukò, pagsupil@
@subjoin@|@idugtong@
@subjugate@|@daigín@
@subjugation@|@pagdaig, pagsupil@
@subjunction@|@dugtong, sugpong@
@sublimate@|@ibunyî, padakilain@
@sublimity@|@kabunyian@
@submarine@|@nasa ilalim ng dagat@
@submersion@|@paglubog, sisid, sukbó@
@submission@|@hinohod, pagsukò@
@submissive@|@napahihinuhod, sukò@
@submit@|@pahinohod, sumukò@
@subordinate@|@kampon@
@subordination@|@pagpapasukò, pagsupil@
@suborn@|@suhulan, sumuhol@
@subornation@|@suhol@
@subscribe@|@magpatotoo ng kanyang lagdâ, sumali, sumuskribé@
@subscription@|@ang lagdâ sa isang sulat, suskripsion@
@subsequent@|@kasunod@
@subserve@|@maglingkod@
@subsidiary@|@nauukol sa saklolo ó abuloy@
@subsidy@|@saklolo@
@subsist@|@mamalagì, manatile@
@subsistence@|@pamamalagè, pananatile@
@substance@|@lamán, sustansia, sustansya@
@substantial@|@nauukol sa lamán ó sustansia@
@substantiality@|@katalagahan@
@substantive@|@sustantibo@
@substitute@|@halinhan, kahalile, kapalít, palitan@
@substract@|@awasín, bawasin, bunutin@
@substraction@|@pagbunot, paghugot@
@substratum@|@hígaan@
@subterfuge@|@pagtakas, pagtataanán@
@subterranean@|@nasa ilalim ng lupà@
@subtility@|@kaswitikan@
@subtilization@|@panunuso, panunwitik@
@subtilize@|@manuso, manwitik@
@subtitle@|@babasagín, matalino@
@subtly@|@may katusuhan@
@subtract@|@awasín, bawasin@
@suburb@|@arabal@
@suburban@|@nauukol sa nayon ó pook@
@subversion@|@pagkaguhô@
@subvert@|@iguhô, iwasak@
@subway@|@daan sa ilalim ng lupà, sa ilalim ng lupa@
@succed@|@ipagtagumpay, ipagwagí, ipanalo, kamtín, magawì@
@succeed@|@magtagumpay@
@success@|@pagkakapalad, pagwawagí, pananagumpay, tagumpay@
@successfully@|@matagumpay@
@succession@|@mana, paghalili@
@successive@|@halíhalilí, sunodsunod@
@successor@|@kahalili, tagapagmana@
@succint@|@maiklî, maiksî@
@succor@|@abuloy, damay, saklolo@
@succulence@|@gatâ, katas, sustansia@
@succulency@|@gatâ, katas, sustansia@
@succulent@|@makatâ, makatas, masustansia@
@succumb@|@padaig, patalo, sumukò@
@such@|@ganyan, gayon@
@such as@|@gaya ng@
@suck@|@sumuso, umitit@
@suckle@|@magpasuso, pasusuhin@
@suckling@|@pásusuhin@
@suction@|@pag-itit@
@Sudan@|@Sudán@
@sudden@|@biglâ, kaagád@
@suddenly@|@bigla na lang, kadingatdingat, walang anu-ano'y@
@suddenly (1)@|@biglâ, kaginsaginsá@
@suddenness@|@kabiglaan@
@sudorific@|@nakapagpápawis, pangpapawis@
@suds@|@lihiyá@
@sue@|@habla, lumagay sa matwid, magsakdal@
@suet@|@sebo@
@suety@|@masebo@
@suffer@|@dusa, hirap, magbatá, maghirap, magtiis@
@sufferable@|@nakapagbabatá, nakatitiis@
@sufferance@|@pagbabatá, sákit@
@suffice@|@humusto, magkasya, sumapat@
@sufficiency@|@kahustuhan, kasapatán, kasiyahán@
@sufficient@|@husto, kasya, may kaya, sapát@
@sufficiently@|@hustó, sapát@
@suffocate@|@inisín@
@suffocation@|@pag-inís@
@suffrage@|@boto, matwid sa pagboto, pagtungkol@
@suffuse@|@ibuhos, ikalat, iligwak, palaganapin@
@suffusion@|@bilíg, kulabà@
@sugar@|@asúkal, asukalan, lagyan ng asukal, matamis@
@sugar-cane@|@tubó@
@sugar-mill@|@kabyawan@
@sugary@|@maasukal@
@suggest@|@imungkahe, magmungkahì@
@suggestion@|@mungkahe, mungkahì@
@suicide@|@ang nagbigtî ó nagpatiwakal, pagpapatiwakal@
@suicide (1)@|@pagbibigtí@
@suit@|@bihis, hwego, ibagay, ilapat, kasuutan, terno@
@suit (1)@|@mga panauhin@
@suitable@|@lapat@
@suitor@|@mangliligaw@
@sukiness@|@init ng ulo, samâ ng ulo@
@sulky@|@mainit ang ulo@
@sullen@|@sumpúngin@
@sully@|@manchahán@
@sulphur@|@asupré@
@sultan@|@sultán@
@sultry@|@alinsangan, mainit, nakaiinis@
@sum@|@katúusan, papagsamasamahin, tuusín@
@Sumatra@|@Sumatra@
@summary@|@maiklî, maiksî@
@summer@|@panahon ng pagkakatuyô, tag-aráw, tag-init@
@summit@|@tuktok@
@summon@|@paharapín, tawagin@
@summons@|@pagpapaharap@
@sun@|@áraw@
@sun beam@|@sikat ó sinag ng araw@
@Sunday@|@linggo, linggó@
@sunder@|@hatiin@
@sundry@|@ilan@
@sunflower@|@mirasól@
@sunny@|@masikat, parang araw@
@sunrise@|@pagbubukang-liwayway, pagsikat ng araw@
@sunrising@|@pagsikat ng araw@
@sunset@|@paglubog ng araw@
@sunshine@|@sikat ng araw, sikat ó liwanag ng araw@
@sup@|@higop, humigop@
@superabound@|@lumabis, umapaw@
@superabundance@|@apaw, paglabis@
@superabundant@|@apáw@
@superficial@|@mabábaw@
@superfluity@|@pagkakalalò@
@superior@|@káinam-inaman@
@superiority@|@kataasan@
@supernatural@|@higít sa kaya ng tao@
@supersede@|@pawalán ng halagá@
@superstition@|@pámahiin@
@superstitious@|@mapamahiin@
@supervisor@|@tagasiyasat@
@supine@|@tihayâ@
@supper@|@hapunan@
@supple@|@sunudsunuran@
@supplicate@|@mamanhík@
@supplication@|@luhog@
@supply@|@sangkapan@
@support@|@alalay, alalayan, saluhin, suporta@
@supported by someone@|@pinaghihirapan@
@suppose@|@ipagpalagay, maari, maari, magsapantahà@
@suppress@|@ipahintô, ipatigil@
@suppression@|@pagpapahintô, pagpapatigil@
@suppurate@|@magnaknak, magnanà@
@suppuration@|@pagnanaknak, pagnananà@
@supremacy@|@kataasan ng kapangyarihan@
@supreme@|@pinakamataas@
@surcharge@|@maglulan ng mabigat, magpasan ng labis@
@surcingle@|@panalì sa siyá@
@sure@|@maaasahan, sigurado, siguro@
@surely@|@walang mintis@
@surety@|@ang nananagot@
@surf@|@daluyon, pag iinalón@
@surface@|@ibabaw, kalatangan, mukhâ@
@surfeit@|@hilab, kabundatan, mabundat, sukal ng sikmurà@
@surge@|@alon, mag-inalón, umalon@
@surgeon@|@mangbubusbos, manggagamot ng sugat@
@surgery@|@pagbusbós, panggagamot@
@surgical@|@nauukol sa busbós, nauukol sa panggagamot@
@surliness@|@init ng ulo, sumpóng, sungít@
@surly@|@masungít, sumpúngin@
@surmise@|@magsapantahà@
@surmount@|@dumaig@
@surname@|@apelyído, palayaw, pamagat, pamagatan, pang-angkán@
@surpass@|@humigit, lamalò, lumabis, lumampás, umapaw@
@surplice@|@ábitong maputî ng parè@
@surplus@|@sobra@
@surprise@|@bigla, bigla, gitlá, gulat, gumulat, hangà, manghâ@
@surrender@|@padaig, pagsukò, patalo, suko, sumukò@
@surreptitious@|@palihím na pagyarì@
@surrogate@|@halinhan, palitan@
@surrogation@|@paghahalile, pagpapalít@
@surround@|@lumiguid, paikutan@
@survey@|@manukat ng lupà, pagsukat ng lupà@
@surveyor@|@mánunukat ng lupà.@
@survive@|@mátirang mabuhay@
@susceptible@|@madaling ikiling, mahilig@
@suspect@|@maghinala, mapaghihinalaan, masasapantahà@
@suspend@|@bawáan, Ibitin, isabit, isampay, sansalain@
@suspense@|@pagbibitin, pagsasabit@
@suspension@|@pagpapatigil@
@suspensory@|@sabitán@
@suspicion@|@hinala@
@suspicious@|@mapaghinalà, mapagsapantahà, palabintangin@
@sustain@|@alalayan, kandiliin, suhayan@
@sustenance@|@suhay@
@swab@|@isís, isisín, mag-isís, pang-isís@
@swaddle@|@bigkisin, talian@
@swaddling-clothes@|@lampín@
@swagger@|@magmatapang@
@swain@|@binatà ó bagong taong bukid@
@swallow@|@langaylangayan, lumamon, lunok, sakmál@
@swamp@|@kominoy, lablab, labon, latian, magpalít, pumalit@
@swampy@|@malabon, malati@
@swan@|@tagak@
@sward@|@balat ó ibabaw ng lupà@
@swarm@|@bunton ó kapal ng tao, lunggâ ng langgam@
@swarthiness@|@kakuyomanggihan@
@swarthy@|@kuyomanggí@
@swash@|@kahambugán@
@sway@|@kapanyarihan, liglig, liguygoy, pagpag, wagayway@
@swear@|@manumpâ, sumumpâ@
@sweat@|@pawis@
@sweaty@|@mapawis, pawisán@
@sweep@|@magwalís, pagpalís, pagwawalís, pumalís, walis@
@sweeping@|@pinagpalisán, pinagwalisán@
@sweet@|@kalugodlugod, matamis, matamís, tamis@
@sweet dreams@|@matatamis na pangarap@
@sweet potato@|@kamote@
@sweeten@|@tamisán@
@sweetheart@|@nobya, sintá@
@sweetish@|@matamístamís@
@sweetly@|@matamis@
@sweetness@|@katamisán, tamís@
@swell@|@alsá, mamaga, pamamagâ, umalsá, umbok, uslî@
@swelling@|@bukol, namamaga, pamamagâ@
@swelter@|@mainis sa init@
@swerve@|@gumalà, lumaboy, maligaw, mápilihis@
@swift@|@mabilís, madalî, matúlin@
@swiftly@|@may katulinan@
@swill@|@kaning-baboy, labis sa pagkain na patapón@
@swim@|@langoy, lumangóy@
@swindle@|@dayain, manekas, manubà@
@swindler@|@mánenekas, mánunubà@
@swine@|@báboy@
@swine herd@|@tagapag-alagà ng baboy@
@swing@|@duyan, Indayon, pagduduyan, ugâ, ugain, ugog, ugoy@
@swing (1)@|@pagtitimbangan ng mga batà, Umindayon, umugoy@
@swinging@|@malaki@
@swinish@|@marumi, parang baboy@
@swiss@|@taga Swisa ó nauukol sa Swisa@
@switch@|@pagpagín, paspasan@
@swoon@|@hilo, mahilo, mawalan ng diwâ@
@swoop@|@dagitin, hawakan, pagdagit, pangdadagit, sunggaban@
@sword@|@espada, tabák@
@sword fish@|@isdang espada@
@syllable@|@pantig ng salitâ, sílaba@
@symbol@|@sagisag, tandâ na pinagkakakilanlan@
@symbolic@|@nauukol sa sagisag@
@symbolize@|@sagisagin@
@symmetrical@|@maayos@
@symmetry@|@pagkakaayon-ayon@
@sympathetic@|@madamayín, magaan ang dugô, naaawa@
@sympathize@|@mahabag, makidamay, makidamdam@
@sympathy@|@gaan ng dugô, ganyak ng kalooban, kaawaan@
@symptom@|@síntomas, tandâ@
@synagogue@|@simbahang hudyó, sinagoga@
@synod@|@kapulungan ng mga obispo@
@synonym@|@kasingkahulugan@
@Syria@|@Sirya@
@syringe@|@labatiba, labatibahin, panumpit ng tubig@
@syrup@|@harabe, pulot@
@system@|@husay, paraán, sistema@
@systematic@|@máhusay@
@systematize@|@lagyan ng ayos@
@t (letter)@|@ta@
@tabby@|@isang urì ng sutlâ@
@tabernacle@|@balag, tabernákulo@
@table@|@dulang, hápag, ilagay sa mesa, mésa, tablá@
@table-cloth@|@mantél@
@tablet@|@tablá na may lilók ó pintá, tableta@
@taboo@|@magbawal@
@tabular@|@náuuwî sa tálaan, parisukát@
@tacit@|@walang imík@
@taciturn@|@imík, walang@
@taciturnity@|@pagkawalang imík@
@tack@|@pakong espilé@
@tackle@|@mga kasangkapan ó kagamitán, palasô, panà@
@tact@|@damdam, pakiramdam@
@tactic@|@nauukol sa pamamaraan ng kawal@
@tactics@|@pamamahalà ng kawal@
@tadpole@|@munting palakâ@
@taffeta@|@sutlang makingtab@
@taffety@|@sutlang makingtab@
@tag@|@ibp, metal na pangtutop@
@tail@|@buntót@
@tailor@|@mananáhì, mánanahì ng damít, mángyayano, sástre@
@taint@|@dungis, mancha@
@Taiwan@|@Taywán@
@take@|@kuhâ, kuha', kúnin, mádumhan, mámanchahan, tanggapín@
@take a look@|@sinilip@
@take care@|@ingat@
@take in@|@tanggapín@
@take it easy@|@Dahan-dahan@
@Take me to the doctor@|@Pakidala mo ako sa doktor@
@take over@|@bilhin, bumilí@
@take someone care@|@alaga'@
@take something@|@tanggapin@
@taken advantage of@|@napapagsamantalahan@
@taken by surprise@|@panggilalas@
@taken care of@|@inaaruga@
@takes the mind away@|@nakapupukaw@
@taking place@|@idinaraos@
@taking the risk@|@nakikipagsapalaran@
@tale@|@kathang salaysay, kwento@
@talebearer@|@mánunumbong, palasumbong@
@talent@|@galíng, katalásan ng isip@
@talented@|@matalas ang isip, matalino@
@talisman@|@talismán@
@talk@|@magsalitâ, pag-uúsapan, Salitâ, salita', sálitaan, satsatan@
@talkative@|@madaldál@
@tall@|@mataás, matangkad, matayog@
@tall person@|@matangkad@
@tallow@|@sebo@
@tally@|@ibagay, ilapat@
@talon@|@kukong pangalmot ng hayop@
@tamable@|@napaaamò@
@tamarind@|@bunga ng sampalok@
@tambac@|@tumbaga@
@tambourine@|@pandereta@
@tame@|@ámak, amákin, maamò, paamuin@
@tamper@|@makialam, makiguló@
@tan@|@balat@
@tandem@|@sa hinabahabà@
@tangent@|@nadadama, nahihipò@
@tangible@|@nahihipò@
@tangle@|@tirintas ng buhok@
@tank@|@balón, tangké@
@tankard@|@bangang may tungtong@
@tanner@|@mangkakatad@
@tantalize@|@panabikin, patakaw-takawín, takawin, tuksuhín@
@tantamount@|@kasíng halagá@
@tantivy@|@ng boong tulín, pakarimot@
@tap@|@bumutas, tapík, tubaan, tumapík@
@tape@|@galón, sintás@
@taper@|@duluhan, kandilang malakí, upusín@
@tapestry@|@mga panabing na kayo@
@tapeworm@|@bulating mahabà@
@tar@|@alkitran, magdadagát, pahiran ng alkitrán@
@tardily@|@untíuntî, utay-utay@
@tardiness@|@bagal, kupad, kuyad, laon, lwat, tagal@
@tardy@|@hulí, makupad, makuyad, tanghalì@
@tare@|@damong hímatmatin, damong pansirà@
@target@|@kalasag@
@tariff@|@bwis, taripa@
@tarlatan@|@kayong manipís@
@tarn@|@kominoy, labón@
@tarnish@|@mangulimlim, kumupas@
@tarpaulin@|@kayong pangtapete ó pangtrapal@
@tarry@|@humintô, maglwat, magtagal, tumigil@
@tart@|@kakaníng hopyà, maásim@
@Tartar@|@taga Tartarya@
@tartness@|@asim, askád@
@task@|@gáwain, trabaho, tungkulin@
@Tasmania@|@Tasmanya@
@taste@|@lasahin, lasap, lasapín, linamnam, namnam@
@taste (1)@|@namnamin@
@tasteless@|@Matabang, walang lasa@
@tasty@|@malasa, malinamnám, masaráp@
@tatter@|@basahan, pamunas@
@tatterdemalion@|@limahíd@
@tattle@|@makipagsatsatan ng salitaan, satsat ng salitâ@
@tattoo@|@pintá ó tandâ sa katawan@
@taunt@|@lumait, umuyam, uyam@
@taut@|@banát, unat@
@tavern@|@bahay pánuluyan, tindahan ng alak@
@taw@|@magpalambot ng katad@
@tawdry@|@tánawin@
@tawny@|@kuyomanggí@
@tax@|@atang, buwís, mag-atang ng bwis, singíl@
@taxable@|@dapat ibwís@
@taxation@|@atang na bwis@
@taxi@|@táksi@
@tea@|@chaa, tsa@
@teach@|@umaral@
@teacher@|@gurò, maéstra, tagaaral, tagapagturò, titser@
@teaching@|@pagtuturò@
@team@|@pareha ng kabayo@
@teammate@|@kasama@
@tear@|@luhà, pahakin, pilasin, punitin@
@tearful@|@luhâan, luhâluhaan@
@tearless@|@walang luhà@
@tears@|@luha@
@tease@|@biro'@
@teasing@|@binibiro@
@teat@|@súso@
@technical@|@bihasá, sanáy@
@techy@|@makílitiin, súmpungin@
@tedious@|@maínipin, mayamutin@
@tediousness@|@iníp, yamót@
@teem@|@maghayag, maglitaw, manganak@
@teeth@|@mga ngipin@
@teetotal@|@mahinahon@
@teetotaller@|@taong mahinahon@
@tegument@|@balat ng katawan ng tao@
@telegram@|@hatidkawad, telégrama@
@telegraph@|@telégrama, telégrapo@
@telephone@|@telépono, tumelépano@
@telescope@|@largabista, pangtanaw sa malayò, teleskopyo@
@television@|@telebísyon@
@tell@|@magpahayag, magsabi, magsaysay, sabi, sabíhin@
@tell a lie@|@sinungaling@
@teller@|@ang nagbabalità, ang nagsasalaysay@
@telltale@|@mapaghatid humapit, mapagsumbong@
@temerity@|@kapangahasan, kapusukan, pusok@
@temper@|@lagay (ng panahon), timplá, timplahím@
@temperament@|@kalagayan, lagay@
@temperance@|@hinahon, kainaman, Katamtaman, katatagan@
@temperate@|@Katamtaman, katatagán, mahinahon@
@temperature@|@lagay ng panahon@
@tempest@|@bagyó, sigwa, unós@
@tempestuous@|@masigwa, maunos@
@temple@|@pilipisan, sentido, simbahan, templo@
@temporal@|@lumilipas, saglít, samantalà@
@temporary@|@panandalian, pangsamantalà@
@temporize@|@isunod sa panahon, isunod sa panahon@
@tempt@|@manuksó, mungkahiin, tumuksó, tumuksó@
@temptation@|@tuksó@
@ten@|@diyes, pû, sampû@
@ten o'clock AM@|@alas diyes ng umaga@
@ten o'clock PM@|@alas dies ng hating gabi@
@ten thousand@|@dies mil, sampung libo@
@tenacious@|@maganit, maganit, mahigpit, matigas ang ulo@
@tenacity@|@kaganitán, katigasan, katigasan ng ulo@
@tenancy@|@pangungupahan sa isang bahay@
@tenant@|@ang bumubwis, ang nangungupahan, mangupahan@
@tenantry@|@pangungupahan@
@tend@|@bantayán, ingatan, pangasiwaan@
@tendency@|@layon, tungo@
@tender@|@magiliw, malambot, marupok, maselang, matamís@
@tender (1)@|@alok, dulot, ialok, iharap, palagay@
@tenderness@|@kalambutan, karupukan, kaselangan@
@tendon@|@litid@
@tendril@|@isang urì ng baging@
@tenement@|@pagpapaupa ng bahay@
@tenfold@|@makasangpû@
@tennis@|@larong hampasan ng pelota, tenis@
@tenor@|@tenor, tinig na iniimpít@
@tense@|@unát banat@
@tension@|@lawig, unat@
@tent@|@dampâ, tolda de kampanya@
@tenter@|@sampayan@
@tenth@|@ikasampû, pansampû@
@tenthly@|@sa ikasangpû@
@tepid@|@malagamgam, malahiningá, timplado@
@tergiversation@|@kabalintunaan, pagbabaligtad@
@term@|@hanggá, hangganan, káyarian, sálitaan@
@terminate@|@tapusin, wakasán@
@termination@|@hanggá, katapusan, wakas@
@terrace@|@batalán, pilapil@
@terrestrial@|@nauukol sa lupà@
@terrible@|@kakilakilabot@
@terrier@|@asong pangaso@
@terrific@|@nakapangingilabot@
@terrify@|@magpangilabot, manindak@
@territorial@|@nauukol sa lupà@
@territory@|@lalawigan, nayon@
@terror@|@malaking takot, sindak@
@terse@|@malinis, maselang@
@terseness@|@inam, karikitan (sa pananalitâ)@
@test@|@pagsubok, pagtikím, suri'@
@test exame@|@sulit@
@testament@|@bagong tipan, pahimakas na bilin, testamento@
@testamentary@|@nauukol sa testamento@
@testify@|@magpatotoo, magpatunay, sumaksí@
@testimonial@|@pananaksí, ukol sa patotoo@
@testimony@|@patotoo@
@testy@|@magagalitín, masungít@
@tether@|@laláng@
@Texas@|@Teksas@
@text@|@adhikâ, layon, pinag-salitaan@
@textile@|@nahahabi@
@texture@|@habi, tahî@
@thacht@|@atíp, bubóng na kugon ó pawid@
@Thailand@|@Siyám@
@than@|@kaysá, pa@
@thank@|@magpasalamat@
@Thank you@|@salamat@
@thank you very much@|@Maraming salamat, Maraming salamat po@
@thanksgiving@|@pagpapasalamat@
@that@|@iyán, iyón, yaon@
@that one@|@iyan@
@that which came after@|@sumunod@
@That's mine ...  thank you@|@Sa akin yan ...  salamat@
@thaw@|@malusaw, matunaw@
@the@|@ang@
@The ______ is broken@|@Ang ______ ay sira@
@the accident@|@ang aksidente@
@the beast@|@ang halimaw@
@The child ate some of that.@|@Kumain niyán ang batà@
@the child ran@|@Tumakbo ang bata@
@The child sang@|@Kumantá ang batà@
@the child saw the teacher@|@Nakita ng bata ang titser@
@the choice@|@ang magandang piliin@
@the day after@|@kinabakukasan@
@The day after tomorrow@|@Sa makalawa@
@The day before yesterday@|@Nakaraang araw bago kahapon@
@The fast horse@|@Ang mabilís na kabayo@
@the final stage@|@hanggahan@
@The horse is fast.@|@Mabilís ang kabayo.@
@The horse runs fast.@|@Mabilís na tumakbó ang kabayo@
@The key ...  please@|@Paki nga ang susi?@
@The kids at the park are happy@|@Masaya ang mga bata sa park@
@the last judge@|@ang huling hukom@
@the letter@|@ang sulat@
@the long trip@|@isang mahabang paglalakbay@
@The man arrived.@|@Dumatíng ang lalaki.@
@the man slept@|@Natulog ang lalaki@
@the monster@|@ang halimaw@
@the nervous witch@|@ang nerbyosang mangkukulam@
@the Netherlands@|@Olanda@
@the promise@|@ang pangako@
@The rain is strong@|@Malakás ang ulán@
@the same@|@kapwa@
@The three actors are going to sing@|@Kakanta ang tatlong artista@
@The time is two A.M@|@Ang oras ay alasdos ng umaga.@
@the tiny shoes@|@munting sapatos@
@The toilet is not working.@|@Sira ang toilet.@
@the very last@|@kahuli-hulihan@
@the woman bought mongoes@|@Bumili ng mangga ang babae@
@The woman is not rich.@|@Hindî mayaman ang babae.@
@The young women are beautiful@|@Magagandá ang mga dalaga.@
@theater@|@dulà, dulaan, teatro@
@theatric@|@nauukol sa dulà@
@theatrical@|@nauukol sa dulà@
@thee@|@iyo, mo@
@theft@|@pagnanakaw, panguumít@
@their@|@kanila, nila@
@them@|@nila, sa kanila@
@theme@|@súliranin@
@themselves@|@kanila rin, nila rin, sila rin@
@then@|@kung gayon, ngâ, sakâ@
@thence@|@mulâ ngayon, mulâ rito, sa dahilang ito@
@thenceforth@|@mulâ nga niyaon@
@theocracy@|@pamamahalà ng mga parè@
@theory@|@kaalaman sa pag-iisip@
@therapeutic@|@nauukol sa paggagamot@
@there@|@doon@
@There@|@Diyan/Duon@
@there at@|@dahil diyan, sa ganyan@
@there by@|@sa ganitong paraan, sa gayon@
@There is a group of activists at EDSA@|@May grupo ng aktibista sa EDSA@
@thereabout@|@diyan sa, doon sa@
@therefore@|@anopa't, kayâ@
@therefrom@|@mulâ riyan, mulâ roon@
@therein@|@sa ganyan, sa gayon@
@thereof@|@dito sa, diyan sa@
@thereon@|@diyan sa, sa ibabaw niyan@
@There's a fire!!@|@May sunog!!, Sunog!!@
@There's an accident@|@May aksidente.@
@thereto@|@diyan sa, doon sa@
@thereunto@|@diyan sa, doon sa@
@thereupon@|@dahilan diyan@
@therewith@|@sa ganyan, sa gayon@
@therewithal@|@bukod sa rito@
@therinto@|@sa bagay na iyan, sa ganyan@
@thermometer@|@termómetro@
@thermometric@|@nauukol sa termométro@
@thermometrical@|@nauukol sa termométro@
@these@|@ang mga ito@
@thesis@|@súliranin@
@they@|@silá@
@they are leaving@|@silá ay umaalís@
@they got self-conscious@|@nagkahiyaan sila@
@They will drink the beer@|@Iinumín nilá ang serbesa@
@They will eat there.@|@Kakain silá doón.@
@thick@|@makapál, malapot, masinsin, paikpik, siksik@
@thick forest@|@kagubatan@
@thicken@|@kapalan, paikpikin, pakapalín, palaputin, sinsinin@
@thicket@|@kasukalan sa gubat@
@thickness@|@kapál, lapot, sinsin@
@thief@|@magnanákaw@
@thieve@|@magnakaw, mang-umít@
@thievery@|@pagnanakaw, panguumít@
@thievish@|@mahilig sa pagnanakaw@
@thigh@|@hità, pigî@
@thill@|@baras ng karriton@
@thimble@|@didál@
@thin@|@malagnaw, manipís, payát@
@thine@|@iyo, mo@
@thing@|@bágay@
@think@|@isip, mag-isip, magwarì, umakalà, umisip@
@thinkness@|@kalagnawan, kanipisan, kapayatan@
