@English@|@Estonian@
@starboard@|@tüürpoord@
@starch@|@kramplik, tärklis ; tärkeldama ; jäik@
@starch paste@|@kliister@
@starched@|@jäik, tärgeldatud@
@starchedness@|@kivinemus@
@starchy@|@rangejooneline, tärgeldatud@
@star-crossed@|@rist ja viletsus, õnnetu saatusega@
@stardom@|@staarid, staariseisus@
@stare@|@üksisilmi vaatama@
@stare at@|@jõllitama, üksisilmi vaatama@
@stare you in the face@|@näkku jõllitama, otsa vaatama@
@starfish@|@meritäht, ogatäht@
@stark@|@täiesti@
@stark-naked@|@ihualasti@
@stark-new@|@tuliuus@
@stark-raving mad@|@püstihull@
@starless@|@tähitu@
@starlight@|@tähevalgus@
@starling@|@jäämurdja, kuldnokk (Sturnus vulgaris)@
@star-of-Bethlehem@|@linnupiim@
@star-of-Jerusalem@|@aed-piimjuur@
@starred@|@ebagrammatiline, hüpoteetiline, tärniga märgitud@
@starred tortoise@|@tähtkilpkonn@
@starring@|@peaosas@
@starry@|@tähine@
@starry heaven@|@tähistaevas@
@stars and stripes@|@tähed ja triibud (USA lipp)@
@star-shaped@|@tähekujuline@
@starship@|@tähelaev@
@start@|@algus, alustama, lähe ; startima@
@start from scratch@|@nullist alustama, otsast peale tegema@
@start menu@|@start-menüü@
@start off@|@astuma hakkama, rändama minema@
@start out@|@teele asuma@
@start over@|@otsast alustama@
@start the ball rolling@|@asja käima lükkama, vestlust alustama@
@start up@|@käima panema@
@starter@|@käiviti, starter@
@starting@|@algus-, lähte-, pärani (silmad), stardi-@
@starting point@|@alguspunkt, lähtekoht@
@startle@|@ehmatama@
@startled@|@ehmunud, võpatav@
@startline@|@stardijoon@
@startling@|@ehmatav, jahmatav, võpatamapanev@
@starvation@|@nälgimine@
@starvation diet@|@näljutusdieet@
@starvation wages@|@näguripalk@
@starve@|@nälgima@
@starved@|@nälginud, näljane@
@starveling@|@kondikubu, näljapajukil, näljapajukil olija ; kõhetu@
@starwort@|@aster (Aster)@
@starworts@|@astrid@
@stases@|@< stasis@
@stash@|@kõrvale panema ; peidupaik@
@stasis@|@tasakaaluolek, tromb@
@stat mi@|@statuutmiil@
@state@|@osariik, riik, seisund ; riiklik ; väitma@
@state a grievance@|@kaebust esitama@
@state allowance@|@riiklik elatusraha@
@State Audit Office@|@(Eesti) Riigikontroll@
@State Auditing Office@|@< State Audit Office@
@state budget@|@riigieelarve@
@state capitalism@|@riigikapitalism@
@state church@|@riigikirik@
@State Department@|@(Am) Välisministeerium@
@state diagram@|@seisundidiagramm@
@state fee@|@riigilõiv@
@state forest@|@riigimets@
@state highway@|@riikliku tähtsusega maantee@
@state hospital@|@psühhiaatriahaigla@
@state of affairs@|@asjade seis, olukord@
@state of expectancy@|@lapseootel olek@
@state of health@|@tervislik seisund@
@state of mind@|@meeleolu@
@state of nature@|@loomulik olukord@
@state of things@|@asjade seis@
@state of war@|@sõjaseisukord@
@state ownership@|@riiklik omandus@
@state religion@|@riigiusk@
@state services@|@riigiteenistus@
@state supervision@|@riiklik järelevalve@
@state tax@|@riiklik maks@
@state-aided@|@riigitoetusega, riiklikult toetatav@
@state-controlled@|@riiklikus omanduses@
@stateless@|@kodakondsuseta, olekuvaba@
@stateless person@|@kodakondsuseta isik@
@statement@|@avaldus, lausung, seisukohavõtt@
@statement of claim@|@hagiavaldus@
@statement of defense@|@hagiavalduse vastulause@
@statement of facts@|@faktisedastus@
@state-of-the-art@|@aja tasemel, moodne@
@state-owned@|@riiklikus omanduses@
@stater@|@osariigi elanik, Vana-Kreeka münt@
@States@|@Ühendriigid@
@statesman@|@riigimees@
@statesmanlike@|@riigimehelik@
@statesmanly@|@riigimehelik@
@stateswoman@|@riigimees@
@statewide@|@üleriigiline@
@static@|@paigalseisev ; müra, segamine, staatiline, vastuseis@
@static electricity@|@staatiline elekter@
@static field@|@staatiline väli@
@statical@|@staatiline@
@statically@|@staatiliselt@
@statics@|@staatika@
@stationary@|@püsi-, statsionaarne@
@stationary orbit@|@püsiorbiit@
@stationery@|@kantseleitarbed, kirjatarbed@
@stationmaster@|@jaamakorraldaja, jaamaülem@
@station-to-station@|@jaamadevaheline@
@statistical@|@statistiline@
@statistical probability@|@statistiline tõenäosus@
@statistically@|@statistiliselt@
@statistician@|@statistik@
@statistics@|@statistika@
@stato-@|@paigal), seisev, stato- (tasakaalus@
@stator@|@staator@
@stats@|@statistika@
@statuary@|@kuju-, kujur, kujuvalmistamiskunst@
@statue@|@ausammas, kuju@
@Statue of Liberty@|@Vabadussammas@
@Statue of Zeus@|@Zeusi kuju (maailmaime)@
@statuesque@|@kujutaoline, väärikas@
@statuette@|@kujuke, pisiskulptuur@
@status@|@olek, seisund, staatus@
@status quo@|@status quo (hetkeseisund)@
@statute@|@normid, põhikiri, statuut@
@statute of limitations@|@hagi aegumise normid@
@statutory@|@määruse-, seadusejärgne, statuudikohane@
@statutory law@|@seadusandlus@
@statutory rape@|@suguühe alaealisega, sätestatud vägistamine@
@staunch@|@vankumatu@
@stauro-@|@rist-, stauro-@
@stave@|@tünnilaud@
@stave off@|@vältima, ära hoidma@
@stavewood@|@vaadipuit@
@stay@|@jääma, pautima ; viibimine, peatama, peatumine@
@stay abreast of@|@arenguga sammu pidama, tasemel püsima@
@stay alive@|@ellu jääma@
@stay at home@|@koju jääma@
@stay awake@|@ärkvel olema@
@stay in@|@koju jääma, sees püsima@
@stay in hiding@|@peidus püsima@
@stay in line@|@korralikult üleval pidama@
@stay in shape@|@vormis püsima@
@stay in the shade@|@varju hoidma@
@stay on@|@edasi jääma, kauemaks jääma@
@stay out@|@mitte koju tulema, välja jääma@
@stay put@|@oma kohale jääma, paigal püsima@
@stay up@|@üleval olema@
@stay up into the small hours@|@keskööst kauem üleval olema@
@stay up late@|@kaua üleval olema@
@staybolt@|@põrandaneet@
@stayer@|@staier@
@staying@|@vastupidamis-@
@staysail@|@taaksel@
@staysail schooner@|@taakselkuunar@
@STD@|@suguliselt leviv haigus@
@stead@|@(kellegi teise) ase, koht ; kasulik olema@
@steadfast@|@järjekindel@
@Steadfast Tin Soldier@|@Vankumatu tinasõdur@
@steadfastly@|@järjekindlalt@
@steadily@|@järjekindlalt, pidevalt@
@steady@|@kursil püsiv, stabiilne ; lünett, tugi@
@steady market@|@püsiva nõudlusega turg@
@steady so@|@nii hoida (käsklus)@
@steak@|@lihalõik@
@steal@|@(palli) ära võtma, varastama@
@steal the show@|@kogu tähelepanu endale tõmbama@
@steal your thunder@|@au endale võtma, uudist välja lobisema@
@stealer@|@peatähelepanu osaline, röövija@
@stealing@|@varastamine, vargus@
@stealth@|@salajane ; varjatud tegu, sissehiilimine@
@stealthily@|@hiilides@
@stealthy@|@hiiliv, varjatud@
@steam@|@aur@
@steam engine@|@aurumasin@
@steam hammer@|@auruvasar@
@steam heating@|@auruküte@
@steam locomotive@|@auruvedur@
@steam press@|@aurupress@
@steam propulsion@|@aurujõu-@
@steam roller@|@aururull, teerull@
@steam trap@|@auruventiil@
@steam up@|@marru minema@
@steamboat@|@aurik@
@steamer@|@aurik@
@steamroll@|@teerulliga üle sõitma@
@steamroller@|@aururull; jõuga läbi suruma, peale pressima, teerull@
@steamship@|@aurik, aurulaev@
@steamy@|@aurune@
@stean@|@< steen@
@stearic acid@|@steariinhape@
@stearine@|@steariin@
@steatite@|@rätsepakriit, steatiit@
@steato-@|@rasv-, steato-@
@steatopygia@|@(reite, tagumiku) rasvumine@
@steed@|@ratsu@
@steel@|@teras@
@steel pen@|@terassulg@
@steelworks@|@metallurgiatehas@
@steelyards@|@käsikaalud@
@steen@|@kivinõu@
@steep@|@järsk@
@steeped@|@läbi imbunud@
@steeping@|@leotamine, ligunemine@
@steeple@|@kirikutorn@
@steeplechase@|@takistusjooks, takistusriba@
@steeply@|@järsult@
@steer@|@juhtima, roolima@
@steer a straight course@|@otsejoones edasi liikuma@
@steer an even course@|@kurssi muutumatuna hoidma@
@steerable@|@juhitav, rooli kuulav@
@steerage@|@roolimine@
@steering@|@roolimine@
@steering committee@|@juhtkomitee@
@steering compass@|@roolikompass@
@steering engine@|@roolimasin@
@steering gear@|@rooliseade@
@steering lever@|@juhtkang@
@steering order@|@roolikäsklus (laeval)@
@steering tackle@|@rumpeltali@
@steering wheel@|@rooliratas@
@steering wheel becket@|@roolitoomas@
@steering-wheel@|@rool, rooliratas, tüür@
@steersman@|@tüürimees@
@stegano-@|@peidetud), stegano- (kaetud@
@stego-@|@hari), katus, stego- (kate@
@stelae@|@steelid@
@stellar@|@tähe-@
@Stellaria@|@tähthein (Stellaria)@
@stellate@|@kiirjas, tähekujuline@
@stem@|@tüvi, vöörtääv@
@stem log@|@täävlogi@
@stem plural@|@tüvemitmus@
@stem superlative@|@tüveülivõrre@
@stem-end alternation@|@lõpuvaheldus@
@stem-end alternation pattern@|@lõpuvaheldusmall@
@stem-end change@|@lõpumuutus@
@stempost@|@vöörtääv@
@stench@|@hais, lehk@
@stench bomb@|@haisupomm@
@stench trap@|@haisulukk@
@stenchy@|@haisev@
@stencil@|@trafarett, abloon@
@steno-@|@kokkusurutud), piiratud, steno- (kitsas@
@stenocardia@|@stenokardia@
@stenographer@|@stenografist@
@stenographic@|@stenograafiline@
@stenographic record@|@stenogramm@
@stenographical@|@stenograafiline@
@stenographist@|@stenografist@
@stenography@|@kiirkiri, stenograafia@
@stentorian@|@kõmisev (hääl), valju@
@stentorianly@|@valjuhäälselt@
@stentorphone@|@(jäme) orelivile, helivõimendi@
@step@|@aste ; astuma, samm, sammuma@
@step-@|@kasu-, võõras-@
@step backward@|@tahapoole astuma@
@step by step@|@samm sammult@
@step dancer@|@steppija, stepptantsija@
@step down@|@ametikohalt lahkuma@
@step flight@|@trepijärk@
@step in@|@kaasa lööma, sekkuma@
@step on it@|@gaasi põhja panema@
@step on your toes@|@konnasilmale astuma@
@stepchild@|@kasulaps@
@stepdance@|@stepptants ; steppima@
@stepdancing@|@stepptants@
@stepdaughter@|@kasutütar@
@stepfamily@|@kasupere@
@stepfather@|@kasuisa@
@stepladder@|@treppredel@
@stepmother@|@kasuema@
@step-parent@|@kasuvanem@
@steppe eagle@|@stepikotkas (Aquila rapax)@
@steps@|@meetmed, redel, sammud, trepp@
@stepsister@|@poolõde@
@stepson@|@kasupoeg@
@stepwise@|@astmetena@
@steradian@|@steradiaan@
@stercoranist@|@armulaua pühaduse eitaja@
@Stercorariidae@|@änlased@
@Stercorarius@|@änn (lind)@
@stere@|@kuupmeeter@
@stereo@|@stereo@
@stereo system@|@muusikakeskus@
@stereoscope@|@stereoskoop@
@stereoscopic@|@stereoskoopiline@
@stereotype@|@kindla malli järgi võtma, stereotüüp ; stereotüüpima@
@stereotyped@|@stereotüüpne, tavapärane@
@stereotypical@|@stereotüüpiline@
@stereotypically@|@stereotüüpselt@
@stereotypography@|@stereotüüpia@
@stereotypy@|@stereotüüpia@
@sterile@|@steriilne, viljatu@
@sterilise@|@steriliseerima@
@sterility@|@steriilsus, viljatus@
@sterilization@|@steriliseerimine@
@sterilize@|@steriliseerima@
@sterilized@|@steriliseeritud@
@sterilizer@|@sterilisaator (er kuumutusahi)@
@sterling@|@sterling ; ehe@
@stern@|@ahter, järeleandmatu, vöörtääv ; karm@
@stern tube@|@dedvud@
@stern wave@|@käigulaine@
@stern wind@|@pärituul@
@Sterna@|@tiir (lind)@
@sternly@|@karmilt@
@sternmost@|@ahtripoolseim, kõige tagumine@
@sternness@|@jäikus@
@sterno-@|@rinnaku-, sterno-@
@sternpost@|@ahtertääv@
@sternum@|@rinnak (rinnakorvi osa)@
@sternutation@|@aevastamine, aevastus, turtsatus@
@stertorous@|@korisev, norskav@
@stet@|@algset säilitama, korrektuurimärget tühistama@
@stetho-@|@rinna-, steto-@
@stethoscope@|@stetoskoop@
@Steve@|@Steve (= Stephen)@
@stevedore@|@stividor@
@stew@|@hautis ; hautama@
@steward@|@stjuuard@
@stewardess@|@kajutiteenija, stjuardess@
@stewed@|@hautatud@
@stewpan@|@haudepott@
@sthene@|@kilonjuuton, steen@
@stick@|@kinni jääma ; kepp, käigukang, pistma, pulk, torge@
@stick around@|@ligidusse jääma, mitte ära minema@
@stick close@|@kokku hoidma, lähedusse hoiduma@
@stick fast@|@kinni jääma@
@stick in your craw@|@mitte seedima, turri ajama@
@stick in your throat@|@kurku kinni jääma@
@stick out@|@(olukorraga) leppima, välja paistma, välja pistma@
@stick out like a sore thumb@|@silma riivama@
@stick shift@|@manuaalkäigukast@
@stick to@|@kinni pidama, külge liimuma@
@stick to the facts@|@faktide juurde jääma@
@stick to your guns@|@enda juurde jääma@
@stick to your knitting@|@muust mitte välja tegema, oma asja ajama@
@stick to your last@|@oma liistude juurde jääma@
@stick to your ribs@|@kõhtu täitma@
@stick together@|@kokku hoidma, üksteise külge kinni jääma@
@stick up@|@(er ähvardades) röövima, kleepima, püsti tõstma@
@stick up for@|@kaitsma@
@stick with@|@(kellegi, küljes kinni olema, millegi) juurde jääma@
@stick your head in the sand@|@pead liiva sisse peitma@
@stick your neck out@|@(oma) pead pakule panema@
@stick your tongue at@|@(kellelegi) keelt näitama@
@sticker@|@kleebis, kleeps@
@sticking plaster@|@kleepplaaster, leukoplast@
@stick-in-the-mud@|@kodus konutaja, uuenduste vastane@
@stickit@|@läbikukkunud@
@stickler@|@tähenärija@
@stickman@|@kriipsujuku@
@stickpin@|@lipsunõel@
@sticks@|@metsakolgas@
@stick-to-it-iveness@|@(Am, kõnek) nüri visadus@
@stick-up@|@kallaletung@
@sticky@|@kleepuv, külgejääv@
@sticky wicket@|@ebakindel olukord, õhuke jää@
@stiff@|@jäik, kange@
@stiffen@|@jäigastuma, kangestuma@
@stiffly@|@jäigalt, kangelt@
@stiff-neckedly@|@kangekaelselt@
@stiffness@|@jäikus@
@stifle@|@alla suruma (mässu, hirmu@
@stifled@|@allasurutud@
@stigma@|@(õie) emakasuue, haavand, häbimärk, nahavigastus@
@stigmata@|@stigmata@
@stiletto@|@stilett (väike pistoda)@
@stiletto beard@|@kikkhabe@
@still@|@ikka@
@still hunt@|@varitsusjaht@
@still water@|@surnud vesi@
@still waters run deep@|@vaga vesi sügav põhi@
@stillage@|@laadimisalus, riiul@
@stillbirth@|@surnult sündimine@
@stillborn@|@surnult sündinud@
@still-hunt@|@luurates jahtima, varitsema@
@stillicide@|@(räästa) tilkumine@
@still-life@|@natüürmort, vaikelu@
@stillness@|@tardumus@
@stilt@|@kark@
@stiltbird@|@karkjalg@
@stiltwalker@|@karkudelkäija, kõmpija@
@stimulant@|@erguti, stimulant@
@stimulate@|@stimuleerima@
@stimulation@|@edendamine, stimuleerimine@
@stimuli@|@< stimulus@
@stimulus@|@stiimul@
@sting@|@nõel, nõelama ; nõelamine, piste@
@sting into@|@tagant torkima, tegema sundima@
@sting to the quick@|@hella kohta torkama, valusasti torkama@
@stingaree@|@< stingray@
@stinger@|@astel@
@stingily@|@ihnsalt@
@stinginess@|@ihnsus@
@stinging@|@kipitav, nõelav, salvav (märkus)@
@stinging nettle@|@kõrvenõges (Urtica dioica)@
@stingo@|@kange õlu, särtsakus@
@stingray@|@astelrai (Dasyatis pastinaca)@
@stingy@|@ihnus, torkiv@
@stink@|@haisema ; hais@
@stinkard@|@haisukott@
@stinker@|@närukael, värdjas@
@stinking@|@haisev, lehkav, vilets@
@stint@|@risla ; koonerdama, tööülesanne, viivitus@
@stipend@|@(fikseeritud regulaarne) palk, stipendium@
@stipulate@|@ette nägema, sätestama, tingimuseks seadma@
@stipulation@|@eritingimus, piirav tingimus@
@stir@|@liikuma panema, liikumine, nihelema ; ärevus, segama@
@stir the fire@|@ahju segama, tuld segama@
@stir up@|@kokku segama, õrritama, üles ärritama@
@stir up a hornet's nest@|@herilasepesa torkima@
@stirabout@|@kaerahelbepuder@
@stirrer@|@segisti@
@stirring@|@sütitav@
@stirrup@|@jalus, kammits, sang@
@stirrup leather@|@jaluserihm@
@stitch@|@piste@
@stoa@|@sammas, stoa@
@stoat@|@(pruun) hermeliin, nirk@
@stochastic@|@stohhastiline@
@stochastically@|@stohhastiliselt@
@stock@|@aktsia, baller, kari, kaubavaru, keelterühm@
@stock dove@|@õõnetuvi (Columba oenas)@
@stock exchange@|@väärtpaberibörs@
@stock in trade@|@igapäevatöö, leivanumber@
@stock market@|@aktsiaturg, börs@
@stock pigeon@|@õõnetuvi (Columba oenas)@
@stock price index@|@aktsiahinnaindeks@
@stock up@|@kokku ostma, varuma@
@stockbreeder@|@kariloomade toitja, loomatalitaja@
@stockbroker@|@börsimaakler@
@stock-exchange broker@|@börsimaakler@
@stockholder@|@aktsionär@
@stocking@|@sukk@
@stockman@|@karjakasvataja@
@stockpile@|@varusid soetama@
@stocks and bonds@|@aktsiad@
@stocktaking@|@inventuur@
@stocky@|@jässakas@
@stodgy@|@kõva peaga, raskevõitu@
@stoic@|@stoiline ; stoik@
@stoical@|@stoiline (naudingu, valu jms suhtes ükskõikne)@
@stoically@|@stoiliselt@
@stoicalness@|@stoilisus@
@stoicism@|@stoilisus, stoitsism@
@Stoicism@|@stoitsism@
@stoke@|@kütma@
@stoker@|@kütja@
@stolen@|@varastatud@
@stolen waters are sweet@|@keelatud vili on magus@
@stolid@|@pikatoimeline@
@stoma@|@(suu)pilu, sisselõige, õhulõhe (taime kattekoes)@
@stomach@|@kõht@
@stomach bucket@|@kõhukott (nt känguru)@
@stomach-ache@|@kõhuvalu@
@stomp@|@trampima@
@stone@|@kivi (ka 14 naela=6@
@stone age@|@kiviaeg@
@Stone Age@|@kiviaeg@
@Stone Age man@|@kiviaja inimene@
@stone axe@|@kivikirves@
@stone curlew@|@Burhinus oedicnemus), jämejalg (lind@
@stone hammer@|@kivivasar@
@stone plover@|@Burhinus oedicnemus), jämejalg (lind@
@stone thrush@|@kivirästas@
@stone to death@|@kividega surnuks loopima@
@stone wall@|@kivimüür@
@stonechat@|@kaelustäks (Saxicola torquata)@
@stone-cold@|@külm kui kivi@
@stoned@|@pilves (narkootikumiuimas), purupurjus@
@stone-dead@|@külm kui kivi@
@stone-hard@|@kivikõva@
@Stonehenge@|@Stonehenge@
@stonemasonry@|@kivitahumine@
@stone-paved@|@kivisillutisega@
@stone's throw@|@kiviviske kaugusel@
@stonewall@|@takistusi tegema, tõkestama@
@stonk@|@kogupauk@
@stonkered@|@lakku täis@
@stony@|@kivine@
@stony-broke@|@puupaljas, täiesti rahatu@
@stook@|@kuhi, rõuk@
@stool@|@taburet@
@stoolpigeon@|@peibutuspart@
@stoop@|@koogutama, küürutama@
@stoop to the level@|@(kellegi) tasemele laskuma@
@stooping@|@kühmus@
@stop@|@peatama ; seis, peatuma, punkt ; seis, stopp, sulgur@
@stop off@|@vahepeatust tegema@
@stop on a dime@|@jalapealt seisma jääma@
@stop short@|@järku seisma jääma@
@stop watch@|@stopper (kell)@
@stopgap@|@ajutine abinõu@
@stopover@|@peatuspaik, puhkepaik (reisil)@
@stoppage@|@katkestus, lisa-, lõpetus@
@stoppage time@|@lisaminutid (jalgpallis)@
@stopper@|@kork, pidaja (kaardimängus), prunt, stopper@
@stoppered@|@korgiga@
@stopwatch@|@stopper (kell)@
@storage@|@hoiustamine, ladu, ladustus@
@storage capacity@|@mahutavus@
@storage cell@|@aku, patarei@
@storage heater@|@soojusaku@
@storage life@|@säilivusaeg@
@store@|@ladu, pood ; salvestama, varu@
@store card@|@laokaart@
@store manager@|@kaupluse juhataja@
@store of knowledge@|@teadmiste varaait@
@Store Strait@|@Suur-Belt@
@store up@|@tagavaraks koguma@
@storehouse@|@ladu, laohoone@
@storekeeper@|@poepidaja@
@storeroom@|@laoruum, panipaik@
@storey@|@korrus@
@storey house@|@korrusmaja@
@storeyed@|@kirev, kuulsusrikas@
@-storeyed@|@-korruseline@
@storing@|@ladustus, salvestamine@
@stork@|@kurg, toonekurg@
@storm@|@maru, raju, torm@
@storm cellar@|@tormivarjend@
@storm clouds@|@tormipilved@
@storm drain@|@valinguveekollektor@
@storm in a teacup@|@torm veeklaasis@
@storm ladder@|@valltrepp@
@storm porch@|@tuulekoda@
@storm sail@|@tormipuri@
@storm signal@|@tormisignaal@
@storm trysail@|@tormipuri@
@storm warning@|@tormihoiatus@
@storm window@|@topeltaken@
@stormproof@|@tormikindel@
@stormy@|@tormine@
@stormy petrel@|@tormikuulutaja, tormilind, tormipääsu@
@story@|@jutt, jutustus@
@story line@|@sisuliin, sü˛ee@
@storyline@|@sisuliin, sü˛ee@
@storyteller@|@jutustaja, jutuvestja, luiskaja@
@storytelling@|@jutustamine@
@stotinka@|@stotinka (1/100 leevi)@
@stout@|@jäme, turske@
@stoutly@|@jõuliselt, kindlalt, otsustavalt, vastupidavalt@
@stoutness@|@kindlameelsus, trullakus@
@stove@|@ahi, kauper@
@stove heating@|@ahiküte, ahjuküte@
@stove oil@|@ahjukütteõli@
@stovepipe@|@ahjutoru, silinderkaabu, suitsutoru@
@stove-pipe@|@(Am) reaktiivlennuk@
@stovepipe hat@|@silinderkaabu@
@stoving@|@kuumkuivatamine, kuumutamine@
@stow@|@majutama, pakkima, sättima@
@stow away@|@(end laeva, lennukisse) peitma, suust sisse toppima@
@stowage@|@laadimine, lastimine, lastiruum, stoovimine@
@stowaway@|@jänes, laevakargaja@
@stowing@|@täidis, täitmine@
@straddle@|@kaksiratsi peale istuma@
@straddle carrier@|@kärutõstuk@
@strafe@|@kuulipildujast tulistama, lennukilt pommitama@
@straggle@|@laiali valguma@
@straggling@|@hajali asuv, haralised, korrapäratu@
@straggly@|@haraline, korratult turritav@
@straight@|@lame ; otse, otsene, sirge@
@straight ahead@|@otse edasi@
@straight and narrow@|@õige käitumine@
@straight angle@|@sirgnurk (180°)@
@straight arch@|@lamekaar@
@straight as a ruler@|@tikksirge@
@straight as an arrow@|@noolsirge@
@straight fight@|@aus võitlus@
@straight joint@|@jätkumuhv, põkk@
@straight line@|@sirgjoon@
@straight up@|@otse edasi, otse mööda@
@straightaway@|@viivitamatu@
@straighten@|@sirgu ajama, õgvendama@
@straightener@|@õgvendusmasin@
