@Somali@|@English@
@toodoob@|@understand@
@toodoobid@|@realization@
@toodoobid@|@experience@
@toodoobid@|@feeling@
@toogo@|@objective@
@toogo@|@goal@
@toolmoonaan@|@beauty goodness, beauty (1), goodness@
@toon@|@ball, garlic@
@toos@|@straightness@
@toosi@|@wake someone, wake (someone)@
@tooyasho@|@asking@
@tooyasho@|@questioning@
@tooyo@|@ask questions@
@tororog@|@chat@
@tororog@|@chatter, chat@
@tororoglee@|@chat@
@tororoglee@|@chatter, chat@
@train@|@rabbee@
@traw@|@liver@
@tu@|@disease of stock, the@
@tub@|@path@
@tub@|@pile up@
@tubaako@|@tobacco@
@tuf@|@spit@
@tufaax@|@apple@
@tuhun@|@suspect@
@tuki@|@prayer@
@tuko@|@say prayers@
@tuko@|@pray@
@tum@|@pound@
@tumo@|@have fun@
@tun@|@strike, beat@
@turriimo@|@protection@
@tus@|@point out, show@
@tusaale@|@example@
@tusmo@|@direction@
@tuugso@|@beg@
@tuul@|@load@
@tuulo@|@village@
@tuur@|@throw@
@tuuro@|@be gathered together@
@tuwaas@|@those@
@tuwan@|@these@
@tuweel@|@towel@
@u@|@for (distance), towards@
@u@|@for@
@u@|@for (duration), to@
@u doode@|@advocate@
@ubad@|@children (1)@
@ubax@|@flower, rose@
@ubbaahasho@|@need@
@ubbaahasho@|@desire (2), need@
@ubuc@|@stomach@
@udgoon@|@perfume@
@udgoonaan@|@state of being aromatic@
@udub@|@pole@
@uduufo@|@weakness@
@ugaad@|@hunt@
@ugaadh@|@game animals@
@ugaandha@|@uganda@
@ugaar@|@game animals, hunt@
@ugaas@|@first-born son@
@ugaas@|@eldest son@
@ugaas@|@father's heir@
@ugaas@|@tribal chief@
@ugax@|@egg@
@ugu badan@|@most, the most@
@ugu yar@|@fewest, the least@
@ujeeddo@|@objective, intention@
@ujeeddo@|@aim, intention, objective@
@ujeeddo@|@intention, objective@
@ukhan@|@egg@
@ukun@|@egg@
@ul@|@stick@
@ul@|@staff@
@ul@|@cane@
@ulajeedo@|@intention, aim (1), objective@
@ulajeedo@|@objective@
@ulakac@|@do something deliberately@
@umad@|@nation@
@umal@|@wrath@
@umal@|@rage@
@umal@|@anger@
@umasho@|@death@
@ummad@|@nation, community, people@
@ummad@|@community@
@ummad@|@people, nation@
@ummul@|@give birth@
@ummuliso@|@midwife@
@unnug@|@foundation, base@
@unnug@|@base@
@unnug@|@basis@
@unug@|@creation@
@unug@|@incention, creation@
@ur@|@air, smell@
@urshi@|@nourishment@
@urugo@|@depression@
@urugo@|@worry (2)@
@urur@|@assemble, meeting, assembly, organization@
@ururi@|@collect@
@ururi@|@gather, to gather, to collect@
@ururin@|@collecting@
@usbuuc@|@week@
@uskag@|@dirt@
@uu@|@him, he@
@uuman@|@be created@
@uuman@|@come into being@
@uumi@|@warmth@
@uun@|@creation@
@uun@|@create@
@uur@|@stomach, belly, abdomen@
@uurkutaallo@|@anxiety (1)@
@uurkutaallo@|@worry (1)@
@uus@|@contents of the stomach@
@waa@|@era@
@waa@|@epoch@
@waa@|@time (1)@
@waa@|@occasion@
@Waa inaan duugnaa isaga@|@We must bury her@
@Waa inaan ku qalaa@|@I must operate on you@
@Waa maxay magacaagu?@|@What is your name?@
@waab@|@deter, prevent, small hut@
@waabari@|@dawn@
@waabay@|@poison@
@waabberi@|@dawn@
@Waad kici kartaa iminka@|@You may get up now@
@waafaji@|@bring into accordance@
@waafajin@|@accomodation@
@waafi@|@completeness@
@waafi@|@fullness@
@waajib@|@responsability@
@waajibaad@|@responsabilities@
@waal@|@friendship@
@waalan@|@noun of the feminine gender@
@waalid@|@parents@
@waalidnimo@|@parenthood@
@waalli@|@insanity@
@waan ku jecelahay@|@I love you@
@Waan ladnahay@|@I'm fine@
@Waan yara bukaa@|@I feel bad@
@Waan yara bukaa@|@thank you@
@waano@|@advice@
@waanwaan@|@truce@
@waaq@|@God@
@waar@|@be permanet, be permanent@
@waax@|@region@
@Waaxaan ahay ... jir@|@I 'm__-years old@
@waaxid@|@alone, one@
@waay@|@fail@
@waaya-arag@|@experience@
@waaye@|@generation@
@waayeel@|@old person@
@waayo@|@topic@
@wab@|@heart@
@wacaal@|@information@
@wacad@|@oath@
@wacal@|@bastard@
@wacays@|@blessing@
@wacnaan@|@excellence@
@wad@|@death, continue@
@wadaac@|@farewell@
@wadaad@|@man of religion@
@wadaag@|@share@
@wadaag@|@sharing@
@wadaan@|@leather water-vessel@
@wadahadal@|@talk@
@wadajir@|@togetherness@
@wadar@|@large number@
@wadataal@|@people living together@
@wadci@|@circumstance@
@wadci@|@situation@
@waddamo@|@countries@
@waddan@|@native land@
@waddaninnimo@|@patriotism@
@waddo@|@road, street@
@wade@|@driver@
@wadna@|@heart@
@wadne@|@heart@
@wadnegariir@|@heart attack@
@wado@|@drive for oneself@
@wafdi@|@delegation@
@wagan@|@herd@
@wager@|@sharad@
@Wahaan ka imid New York@|@I am from New York@
@wahan@|@anxiety@
@wahan@|@distress, anxiety@
@wakaalad@|@agency@
@wakhti@|@time, time (1)@
@wakiil@|@representative@
@wakiilo@|@name as representative@
@walaac@|@indecision, hesitate@
@walaal@|@brother, sister@
@walaalee@|@make into brothers or sisters@
@walaalnimo@|@brotherhood@
@walaalo@|@siblings@
@walaaltinnimo@|@brotherhood@
@walax@|@thing@
@walax@|@something, thing@
@walbahaar@|@grievance@
@walo@|@mouse@
@walwal@|@cool wind@
@wan@|@sheep@
@wanaag@|@goodness@
@wanaagsanaan@|@goodness (1)@
@wanaagsanaan@|@niceness@
@wanaaji@|@make nice or good@
@waqooyi@|@north@
@waqti@|@time (1)@
@war@|@news, pond, put out to dry, man, people (1)@
@waraabe@|@hyena@
@waraabin@|@irrigation@
@waraabow@|@syphilis@
@warab@|@hyaena@
@waran@|@spear, tell news@
@warar@|@reports, wars@
@warato@|@market-trader@
@waraysad@|@asking@
@warayso@|@ask@
@warbixin@|@report@
@wareeg@|@wander, circulation@
@wareeg@|@walk around@
@wareege@|@wandering man@
@wareego@|@live animals as food-supply@
@wareegto@|@circular@
@wareeji@|@screw on@
@wareento@|@pneumonia@
@wareer@|@be dizzy, confusion, dizziness@
@wareyso@|@inquire@
@warfaafin@|@information@
@wargeli@|@inform@
@wargeys@|@newspaper@
@waris@|@act of enquiring@
@wariye@|@reporter@
@warqad@|@paper@
@warran@|@information, give news@
@warshad@|@plant@
@warshad@|@factory@
@was@|@lie with, to copulate@
@was@|@copulate@
@wasaarad@|@ministry@
@wasiir@|@children, minister@
@wax@|@substance@
@wax@|@thimg, something, what@
@wax@|@matter, something@
@wax kasta@|@everything@
@Wax qiimo leh ma sidataa?@|@Do you have any valuables?@
@Wax waliba way hagaagi doonaan@|@Everything will be all right@
@Waxaa baxay John@|@John went out@
@Waxaan duluc sii ridnayn@|@How often a trivial theme@
@Waxba kuu dhimi mayo@|@I won't hurt you@
@waxbarasho@|@education@
@waxliquida@|@swalloing@
@waxna@|@nothing@
@waxna@|@anything@
@Waxna ha cunin waxna ha cabin@|@Do not eat or drink anything@
@waxoogaa@|@small amount@
@waxtar@|@help (1), be useful@
@waxyaabo@|@things@
@waxyaalo@|@things@
@waxyeel@|@harm@
@waxyeellee@|@harm@
@waxyeello@|@harm@
@webi@|@river, turn down a request@
@weel@|@vessel@
@weerar@|@wage war@
@weerar@|@commit aggression@
@wehel@|@companion@
@weheli@|@accompany@
@wehelyeel@|@be a companion, companionship@
@weji@|@face@
@weli@|@saint@
@welwel@|@anxiety, get excited, worry@
@welwel@|@agitation, anxiety@
@welwel@|@worry@
@wershed@|@plant@
@wershed@|@factory@
@weyd@|@thinness@
@weyddiin@|@question@
@weydii@|@ask@
@weyn@|@big@
@weynaan@|@largeness@
@weynaan@|@bigness@
@weynaan@|@greatness@
@weynee@|@enlarge@
@weynee@|@make great@
@weyso@|@width@
@weyso@|@breadth@
@wiil@|@son, boy, child@
@wiiq@|@injure@
@wiish@|@crane@
@wise men@|@cuquul, cuquule@
@wiyil@|@rhinoceros@
@woqooyi@|@north@
@wrapper@|@jilid@
@wufuud@|@delegations@
@xaabo@|@firewood@
@xaad@|@body-hair@
@xaadh@|@rub@
@xaadh@|@sweep@
@xaafad@|@city@
@xaafad@|@district, city@
@xaafad@|@neighbourhood@
@xaafad@|@quarter@
@xaaj@|@a Muslim pilgrim@
@xaaji@|@a Muslim pilgrim@
@xaajo@|@legal matter@
@xaajo@|@case@
@xaajo@|@argument (2)@
@xaal@|@compensatory payment, converse, negociate@
@xaalad@|@compensatory payment@
@xaaluf@|@dried-out land@
@xaaluf@|@gazed-out, grazed-out, dried-out-land@
@xaar@|@to defecate@
@xaar@|@excrements@
@xaar@|@defecate@
@xaaraan@|@what's prohibited (Muslim law)@
@xaas@|@family, have a family, wife and family@
@xaashi@|@paper@
@xaawi@|@beat@
@xabad@|@breast@
@xabad@|@chest@
@xabag@|@sealing wax@
@xabag@|@resin@
@xabag@|@gum@
@xabashi@|@Ethiopian@
@xabbad@|@bullet@
@xabbo@|@bit@
@xabbo@|@a unit, one, piece@
@xabiib@|@beloved@
@xabsi@|@prison@
@xad@|@frontier, steal@
@xad@|@border, boundary@
@xadaarad@|@civilization@
@xaddi@|@something very strong@
@xadiid@|@iron@
@xaf@|@slash, chop@
@xafiis@|@office@
@xaflad@|@reception@
@xaflad@|@ceremony@
@xag@|@direction@
@xag@|@field@
@xag@|@side@
@xag@|@part@
@xagaa@|@the lesser dry season@
@xagga@|@where@
@xaggaa@|@summer@
@xaggee@|@where@
@xaggee?@|@where?@
@xaj@|@the pilgrimage to Mecca@
@xal@|@wash@
@xal@|@clean@
@xalay@|@last night@
@xalli@|@solve@
@xallin@|@solution@
@xalwad@|@halva (sweet made from sugar)@
@xamar@|@chestnut horse, Mogadishu, tamarind@
@xamuul@|@load@
@xamuul@|@cargo, load@
@xan@|@slander@
@xanjaad@|@spine@
@xannaanad@|@care@
@xannaanad@|@nurturing@
@xannaanad@|@nursing@
@xannaanad@|@husbandry@
@xannaano@|@husbandry@
@xannaano@|@nurturing@
@xannaano@|@nursing@
@xannaano@|@care@
@xanuun@|@pain, be in pain, pain (1)@
@Xanuunku@|@The pain, is it constant?@
@xaq@|@equity@
@xaq@|@right@
@xaq@|@justice@
@xaqiiji@|@be certain@
@xaqiiq@|@certainty@
@xaqiiq@|@truth@
@xaqiiqo@|@truth@
@xaqiiqo@|@certainty@
@xaraar@|@sourness@
@xaraar@|@bitterness, limestone, sourness@
@xaraash@|@auction, sell by auction@
@xaraf@|@letter (alphabet)@
@xarbi@|@war, battle, make war@
@xarig@|@cord@
@xarig@|@rope@
@xarig@|@string@
@xarig@|@line@
@xariir@|@silk@
@xarimay@|@mix milk with water@
@xarrago@|@finery, price (1)@
@xarrago@|@pride@
@xarrago@|@elegance, pride@
@xarrago@|@splendor@
@xarriiq@|@draw@
@xarun@|@place of pilgrimage@
@xashiish@|@hashish@
@xasillooni@|@quietness@
@xasuus@|@remember@
@xatooyo@|@theft@
@xatooyo@|@embezzlement@
@xayawaanku@|@animals@
@xayawaano@|@animal@
@xeeb@|@shore@
@xeel@|@guile@
@xeel@|@cunning@
@xeelad@|@guile@
@xeelad@|@cunning@
@xeelo@|@guile@
@xeelo@|@cunning@
@xeeniin@|@testicles@
@xeer@|@rule@
@xeer@|@regulation@
@xeer@|@law@
@xer@|@students@
@xero@|@enclosure for stock@
@xiddig@|@star, planet@
@xidh@|@close@
@xidid@|@become related by marriage, root@
@xig@|@kind of aloe@
@xigeen@|@near@
@xigeen@|@next@
@xigeen@|@following@
@xigo@|@obtain@
@xigto@|@make oneself close to@
@xiiq@|@panting@
@xiiq@|@asthma@
@xiiq@|@tonsil@
@xiir@|@shave@
@xiiro@|@shave oneself@
@xiisad@|@wind@
@xiisad@|@current, wind@
@xiisee@|@long for, miss@
@xiisee@|@miss@
@xiiso@|@liking@
@xiiso@|@fascination@
@xiiso@|@longing@
@xiji@|@type of incense-bearing tree@
@xil@|@dishonor@
@xil@|@shame@
@xildhibaan@|@responsible person@
@xilkas@|@responsible person@
@xilkasnimo@|@responsibleness@
@xilli@|@season, time (1), epoch@
@xilo@|@wife@
@xir@|@forest, tie, tie up, close@
@xiran@|@be closed@
@xiran@|@be tied up@
@xiran@|@be tied@
@xirasho@|@wearing@
@xiriir@|@be connected, relations@
@xiriiri@|@connect in a series@
@xirnaan@|@state of being tied@
@xiro@|@close@
@xirsi@|@charm@
@xirsi@|@amulet@
@xirxir@|@bind, repeated typing, repeated fastening@
@xis@|@consciousness@
@xisaab@|@add up, calculation@
@xisaabaad@|@accounting@
@xisaabiye@|@accountant@
@xisbi@|@political party@
@xishood@|@be ashamed, shame, dishonor@
@xog@|@secret, shin@
@xogwarran@|@reveal talk in confidence@
@xoog@|@rob@
@xoog@|@overpower, strength, force (1)@
@Xooghayuhu@|@secretary@
@xoojin@|@strenghtening@
@xoolo@|@livestock, wealth@
@xoolo@|@wealth@
@xoor@|@ratel@
@xoor@|@badger@
@xoqad@|@asthma@
@xoqad@|@panting@
@xoqad@|@tonsil@
@xor@|@free@
@xorayn@|@liberation@
@xoreey@|@liberate@
@xornimo@|@freedom@
@xorriyad@|@freedom@
@xubin@|@limb, membership of a group, muscle, power@
@xubininimo@|@membership@
@xuddun@|@navel@
@xujaaj@|@pilgrims@
@xukun@|@rule@
@xukun@|@command@
@xukuumad@|@command@
@xukuumad@|@government@
@xul@|@choose@
@xulasho@|@act of choosing@
@xulo@|@choose@
@xumaan@|@evil@
@xumaan@|@harm (1), evil@
@xumaato@|@wickedness@
@xumaato@|@evil@
@xumee@|@do harm to@
@xumee@|@do spoil@
@xumi@|@harm, evil, damage@
@xumi@|@evil, harm@
@xumi@|@damage, harm@
@xuquuq@|@legal rights@
@xuquuq@|@sovereignty@
@xurmee@|@honor@
@xurmo@|@favor@
@xurmo@|@honor@
@xurmo@|@grace, respect, honor@
@xurmo@|@respect@
@xus@|@commemoration, mention@
@xushmad@|@honor@
@xushmad@|@respect (1)@
@xushmad@|@esteem@
@xusid@|@commemoration@
@xusul@|@elbow@
@xusuus@|@memory@
@xusuusi@|@remind@
@xuub@|@sloughed skin of snake@
@Y@|@speech@
@yaa@|@whom@
@yaa@|@who@
@yaab@|@astonishiment, be surprised@
@yaab@|@be surprised, surprise, astonishment@
@yaab@|@surprise@
@yaabi@|@astonishiment, surprise, astonishment@
@yaabi@|@surprise@
@yaac@|@run away@
@yaal@|@it is located at@
@yaalliin@|@they are located at@
@yahan@|@hunter@
@yahay@|@to be, he knows@
@yahay@|@he knows, to be@
@yaqaan@|@he knows@
@yaqaanniin@|@they know@
@yar@|@little@
@yar@|@few@
@yaraan@|@littleness, small boy@
@yaraan@|@small boy@
@yarad@|@bride price@
@yaree@|@reduce@
@yaroow@|@become small@
@yaryar@|@children (1)@
@yaxaas@|@crocodile@
@yeedh@|@say@
@yeedh@|@call, shout, say@
@yeel@|@strap, equipment@
@yeel@|@do, equipment, strap@
@yeelin@|@sandal-strap@
@yeelo@|@acquire@
@yeer@|@shout, call, say@
@yeer@|@say@
@yeer@|@call, say@
@yeeri@|@dictate@
@yeey@|@wild dog@
@yemen@|@Yemen@
@yexaas@|@crockodile@
@yey@|@wolf@
@yidhaahdeen@|@they said@
@yidhi@|@he said@
@yididdiilo@|@expectation, antecipation@
@yididdiilo@|@anticipation, expectation, antecipation@
@yihiin@|@they are@
@yiil@|@it was at, it was not@
@yiilleen@|@they were at@
@yimaadaa@|@he comes@
@yimaadaan@|@they come@
@yimaadeen@|@they came@
@yimi@|@he came@
@yimid@|@he came@
@yiqiin@|@he knew@
@yiqiinneen@|@they knew@
@yiraahdaa@|@he says@
@yiraahdaan@|@they say@
@yiraahdeen@|@they said@
@yiri@|@he said@
@yuguslaafiya@|@Yugoslavia@
@yuhuudi@|@Israeli@
@yuhuudi@|@Jew@
@yurub@|@European@
@yurub@|@Europe@
@Yuusuf baa la i yiraahdaa@|@My name is Joseph@
@zaban@|@back@

