@English@|@Russian@
@the whole@|@весь (pron: ac/mimn/dim), весь (pron: nc/mmn/dim), все (pron: ac/mipn/dim), всё (pron: ac/mnn/dim), всё (pron: nc/mnn/dim), все (pron: nc/mpn/dim), всего (pron: ac/mamn/dim), всего (pron: gc/mmn/dim), всего (pron: gc/mnn/dim), всей (pron: dc/mfn/dim), всей (pron: gc/mfn/dim), всей (pron: ic/mfn/dim), всем (pron: dc/mpn/dim), всем (pron: ic/mmn/dim), всеми (pron: ic/mpn/dim), всему (pron: dc/mmn/dim), всему (pron: dc/mnn/dim), всех (pron: ac/mapn/dim), всех (pron: gc/mpn/dim), всю (pron: ac/mfn/dim), вся (pron: nc/mfn/dim)@
@the whole (follows a preposition such as 'about'/'in'/'into'/etc.)@|@всей (pron: pc/mfn/dim - Follows a preposition such as о/обо/etc.)), всём (pron: pc/mmn/dim - Follows a preposition such as о/обо/etc.), всём (pron: pc/mnn/dim - Follows a preposition such as о/обо/etc.), всех (pron: pc/mpn/dim - Follows a preposition such as о/обо/etc.))@
@theater@|@театр@
@theatre@|@театр@
@theatrical@|@театральный@
@theatricalize@|@инсценировать@
@theca@|@футляр@
@theft@|@воровство@
@their (follows a preposition such as about/at/onto/etc.)@|@их (pron: allc/allg/3pp - follows a preposition such as о/обо/etc.)@
@theirs (follows a preposition such as about/at/onto/etc.)@|@их (pron: allc/allg/3pp - follows a preposition such as о/обо/etc.)@
@them@|@им (pron: dc/3pp), ими (pron: ic/3pp), ними (pron)@
@them (Follows a preposition such as "about" them.)@|@о них (pron: pc/3pp ['they' in prepositional case follows a preposition such as "о" них.])@
@them (follows a preposition such as "about")@|@них (pron: pc/3pp - follows a preposition such as "о" них)@
@thematic@|@тематический@
@theme@|@предметом (noun), тема@
@themis@|@фемида@
@then@|@потом (adv), тогда@
@thence@|@с того времени@
@thenceforth@|@с этого времени@
@thenceforward@|@с этого времени@
@theocracy@|@теократия@
@theodolite@|@теодолит@
@theologian@|@богослов@
@theological@|@богословский@
@theology@|@теология@
@theorem@|@теорема@
@theoretic@|@спекулятивный@
@theoretical@|@теоретический@
@theoretician@|@теоретик@
@theorist@|@теоретик@
@theorize@|@теоретизировать@
@theory@|@теория@
@therapeutic@|@терапевтический@
@therapeutical@|@лечебный@
@therapeutics@|@терапевтика@
@therapist@|@терапевт@
@therapy@|@терапия@
@there@|@здесь (adv), сокр. там, там, туда (adv)@
@there are@|@имеются@
@there is@|@имеется@
@there is no@|@нет (part)@
@There is no place like home. (literal: One's own home is the best place.)@|@Свой дом -- лучшее место. (proverbs/sayings)@
@there isn't@|@нет (part)@
@thereabout@|@около этого@
@thereabouts@|@поблизости@
@thereafter@|@после этого@
@thereat@|@там@
@thereby@|@таким образом@
@therefor@|@за это@
@therefore@|@потому, следовательно@
@therefrom@|@оттуда@
@therein@|@там@
@thereof@|@из этого@
@thereon@|@на том@
@thereto@|@кроме того, туда (adv)@
@theretofore@|@до того времени@
@thereunder@|@под тем@
@thereunto@|@к тому же@
@thereupon@|@на том@
@therewith@|@с тем@
@therewithal@|@с тем@
@therm@|@терм@
@thermal@|@термальный@
@thermic@|@термический@
@thermit@|@термит@
@thermometer@|@градусник, термометр@
@thermonuclear@|@термоядерный@
@thermopile@|@термоэлемент@
@thermos@|@термос@
@thermostable@|@теплоустойчивый@
@thermostat@|@термостат@
@thesaurus@|@хранилище@
@these@|@у этих@
@thesis@|@тезис@
@thespian@|@драматический@
@theurgy@|@магия@
@they@|@они (pron: nc/3pp)@
@They@|@стояли@
@they cover up@|@закрывают@
@they shut@|@закрывают@
@thick@|@густой@
@thicken@|@сгущать, уплотнять, уплотняться@
@thickened@|@густой@
@thickening@|@сгущающий@
@thicket@|@заросли@
@thickness@|@толщина, толщины@
@thickset@|@густо насаженный@
@thief@|@вор@
@thieve@|@украсть@
@thievery@|@воровство@
@thieves@|@воры@
@thievish@|@вороватый@
@thigh@|@бедро@
@thighbone@|@бедренная кость@
@thill@|@оглобля@
@thimble@|@наперсток@
@thimbleful@|@глоточек@
@thin@|@редкий, тонкий@
@thing@|@вещи (noun: fem/inan/dc/s), вещи (noun: fem/inan/gc/s), вещи (noun: fem/inan/pc/s), вещь (noun: fem/inan/ac/s), вещь (noun: fem/inan/nc/s), вещью (noun: fem/inan/ic/s), дело (noun), предмет (noun), предметом (noun)@
@things@|@вещам (noun: fem/inan/dc/p), вещами (noun: fem/inan/ic/p), вещах (noun: fem/inan/pc/p), вещей (noun: fem/inan/gc/p), вещи (noun: fem/inan/nc/p)@
@thingumabob@|@как бишь его@
@think@|@думаешь, думать, думаю@
@think nothing of it@|@пожалуйста@
@thinkable@|@мыслимый@
@thinker@|@мыслитель@
@thinking@|@мыслящий@
@thinks@|@думает@
@thinks/considers@|@считает (verb: ia/pres/3ps)@
@thinner@|@прореживатель@
@thinning@|@разведение@
@third@|@третий, третьего@
@third; next after the second; being one of 3 equal parts@|@третья@
@thirdly@|@в-третьих@
@thirst@|@жажда@
@thirsty@|@томимый жаждой@
@thirteen@|@тринадцать@
@thirteenth@|@тринадцатый@
@thirties@|@четвертый десяток@
@thirtieth@|@тридцатый@
@thirty@|@тридцать@
@this@|@эта (pron: ac/mfn/dem), эта (pron: nc/mfn/dem), эти (pron: ac/mipn/dem), эти (pron: nc/mpn/dem), этим (pron: ic/mmn/dem), этим (pron: ic/mnn/dem), этим (pron: id/mpn/dem), этими (pron: ic/mon/dem), этих (pron: ac/mapn/dem), этих (pron: gc/mpn/dem), это (pron: ac/mnn/dem), это (pron: nc/mnn/dem), этого (pron: ac/mamn/dem), этого (pron: gc/mmn/dem), этого (pron: gc/mnn/dem), этой (pron: dc/mfn/dem), этой (pron: gc/mfn/dem), этой (pron: ic/mfn/dem), этому (pron: dc/mmn/dem), этому (pron: dc/mnn/dem), этот (pron: ac/mimn/dem), этот (pron: nc/mmn/dem), эту@
@this (follows a preposition such as 'about'/'in'/'into'/etc.)@|@этих (pron: pc/mpn/dem - Follows a preposition such as о/обо/etc.), этой (pron: pc/mfn/dem - Follows a preposition such as о/обо/etc.), этом (pron: pc/mmn/dem - Follows a preposition such as о/обо/etc.), этом (pron: pc/mnn/dem - Follows a preposition such as о/обо/etc.)@
@this very verb is rarely used in the meaning "to begin falling"@|@упасть@
@this way@|@сюда@
@this; phrase: this is@|@зто@
@thistle@|@чертополох@
@thistledown@|@пушок семян чертополоха@
@thither@|@туда (adv)@
@thitherto@|@до того времени@
@thitherward@|@в ту сторону@
@thole@|@уключина@
@thomas@|@фома@
@thong@|@ремень (noun)@
@thoracic@|@грудной@
@thorax@|@грудная клетка@
@thorium@|@торий@
@thorn@|@шип@
@thorny@|@колючий@
@thoroughbred@|@чистокровный@
@thoroughgoing@|@радикальный@
@thoroughpaced@|@законченный@
@though@|@хоть, хотя@
@thought@|@думала, мысль@
@thoughtful@|@задумчивый@
@thoughtless@|@беспечный@
@thousand@|@тысяч (noun), тысяча (noun)@
@thousandth@|@тысячный@
@thrall@|@раб@
@thrash out@|@тщательно обсуждать@
@thrashing@|@молотьба@
@thrasonical@|@хвастливый@
@thread@|@нитка@
@threadbare@|@потертый@
@threaded@|@с нарезкой@
@threading@|@нарезание резьбы@
@threadworm@|@острица@
@thready@|@волокнистый@
@threat@|@угроза@
@threaten@|@грозить@
@threatening@|@угрожающий@
@three@|@три@
@three; threesome; triplet; trio; troika; team of three horses pulling abreast@|@тройки@
@three-decker@|@трилогия@
@three-dimensional@|@трехмерный@
@three-legged@|@треногий@
@three-mile@|@трехмильный@
@threepence@|@три пенса@
@threepenny@|@дешевый@
@three-ply@|@трехслойный@
@three-quarter@|@трехчетвертной@
@threescore@|@шестьдесят@
@threesome@|@состоящий из трех@
@thresh@|@молотить@
@thresher@|@морская лисица@
@threshing@|@молотьба@
@threshold@|@порог@
@threw itself/had thrown itself/has thrown itself@|@бросилось (verb: pa/past/neu)@
@threw myself/had thrown myself/have thrown myself/has thrown herself@|@бросилась (verb: pa/past/fem)@
@threw myself/had thrown myself/have thrown myself/has thrown himself@|@бросился (verb: pa/past/mas)@
@threw themselves/had thrown themselves/have thrown themselves@|@бросились (verb: pa/past/plu)@
@threw/had thrown/has thrown/dropped/had dropped/has dropped@|@бросило (verb: pa/past/neu)@
@threw/had thrown/have thrown/dropped/had dropped/have dropped@|@бросили (verb: pa/past/plu)@
@threw/had thrown/have thrown/has thrown/dropped/had dropped/have dropped/has dropped@|@бросил (verb: pa/past/mas), бросила (verb: pa/past/fem)@
@thrice@|@трижды@
@thrift@|@бережливость@
@thrifty@|@экономный@
@thrilled@|@взволнованный@
@thriller@|@сенсационный фильм@
@thrilling@|@захватывающий@
@thrive@|@процветать@
@thro@|@беспересадочный@
@throat@|@горло@
@throaty@|@гортанный@
@throb@|@биение@
@throbbing@|@пульсирующий@
@throe@|@сильная боль@
@thrombophlebitis@|@тромбофлебит@
@thrombosis@|@тромбоз@
@thrombus@|@тромб@
@throne@|@трон@
@throng@|@толпа@
@throstle@|@певчий дрозд@
@throttle@|@дроссель@
@throttling@|@удавление петлей@
@through@|@из-за, сквозь@
@throughly@|@вполне@
@throughout@|@во всем, во всех отношениях, повсюду (adv), через@
@throughout the@|@во всем@
@throughout; (adv:) via@|@через@
@throughput@|@производительность@
@throw@|@бросок@
@throw myself/am throwing myself@|@бросаюсь (verb: ia/pres/1ps)@
@throw ourselves/are throwing ourselves@|@бросаемся (verb: ia/pres/1pp)@
@throw out@|@выключать@
@throw themselves/are throwing themselves@|@бросаются (verb: ia/pres/3pp)@
@throw yourself/are throwing yourself@|@бросаешься (verb: ia/pres/2ps)@
@throw yourselves/are throwing yourselves@|@бросаетесь (verb: ia/pres/2pp)@
@throw/am throwing/drop/am dropping@|@бросаю (verb: ia/pres/1ps)@
@throw/are throwing/drop/are dropping@|@бросаем (verb: ia/pres/1pp), бросаете (verb: ia/pres/2pp), бросаешь (verb: ia/pres/2ps), бросают (verb: ia/pres/3pp)@
