@Indonesian@|@English@
@selatan@|@south@
@selayaknya@|@matter@
@sele jeruk manis@|@marmalade@
@selebaran@|@pamphlet@
@selebaran yg memberitahukan suatu perusahaan@|@prospectus@
@selebor@|@mudguard@
@selebor roda sepada@|@mudguard@
@seledri@|@parsley@
@selektif@|@selective@
@selempang@|@sash@
@selendang@|@stole, shawl, scarf, sash@
@selendang leher dr kain tebal@|@muffler@
@selendang leher dr wol@|@comforter@
@selenggara@|@meny/di-kan, take care of, look after, support; arrange, organize, manage@
@selera@|@appetite@
@selera@|@appetite; taste/preference; lust/desire@
@selera tinggi@|@elegant@
@selesai@|@expire, over, break up@
@selesai@|@finished, completed@
@selesainya@|@expiry@
@seleweng@|@deviate, digress; engage in improper act.; unfaithful (love)@
@seleweng@|@peny-an, deviation/irregularity/corruption@
@selfish@|@mean@
@selidik@|@accurate, careful; critical, observant, pay close attention to; meny-i, investigate, research, spy@
@selimut@|@blanket@
@selimut dll@|@bed-clothes@
@selimut tebal (dr wol)@|@rug@
@selinap@|@meny-, slither, move stealthily; slip away from or into s.t.@
@selingan@|@variation, variety, pastime@
@selingan (musik)@|@interlude@
@selip@|@meny-, slip into a place; meny-kan, insert s.t. in between@
@selir@|@concubine, mistress@
@selisih@|@ber-, difference/quarrel/dispute (bertengkar) (v); per-an, (n)@
@selisihan@|@contentious@
@selisik@|@meny-, go through hair to pick out lice; investigate, get to the bottom of@
@seliweran@|@(ber)-, crowd, mill about@
@selokan@|@drain@
@selokan@|@gutter, drain, sewer, ditch@
@selongsong@|@cover, a muzzle, shell of bullet@
@selongsong pedang@|@scabbard@
@selongsong peluru@|@cartridge@
@selot@|@latch, bolt@
@selot kupu2@|@hasp@
@selubung@|@mantle, shroud, veil, cloak@
@selubung@|@cover, veil; wrapper@
@selubung (kiasan)@|@pall@
@seluk@|@ - beluk, details; complications@
@seluk-beluk@|@the ins & the outs@
@selundup@|@meny-, duck into, hide; smuggle; infiltrate; men-kan, - s.t.@
@seluruh@|@pan, through@
@seluruh@|@everything, all inclusive; meny-, (v), include everything@
@seluruhnya@|@amount, altogether, be-, hilt, wholly, throughout, radical@
@selusur kayu/logam utk berpegang/menggantung@|@rail@
@selusur pegangan tangga/jembatan@|@railing@
@semacam@|@sort of@
@semacam buaya@|@alligator@
@semacam busur@|@longbow@
@semacam cek/giro bilyet@|@Bill of Exchange@
@semacam golok@|@dirk@
@semacam guling@|@bolster@
@semacam harimau dgn mata tajam@|@lynx@
@semacam kain cita@|@calico@
@semacam kapal layar@|@schooner@
@semacam kasti@|@rounders@
@semacam kecapi berbentuk U@|@lyre@
@semacam kue@|@scone@
@semacam kumbang@|@scarab@
@semacam lobak@|@swede@
@semacam lumut@|@lichen@
@semacam nyamuk@|@midge@
@semacam pakis yg muda utk dimakan@|@asparagus@
@semacam penyengat berwarna kekuning2an@|@yellow jacket@
@semacam permainan menebak kata2 dgn gerak-gerik@|@charade@
@semacam rami yg halus@|@flax@
@semacam rumput bijinya utk membuat bir@|@barley@
@semacam sarung tangan@|@mitten@
@semacam tanaman merambat@|@ivy@
@semacam tanaman yg tumbuh di kebun@|@balsam@
@semacam terompetnya Angkatan Darat@|@bugle@
@semacam tombak utk menangkap ikan paus@|@harpoon@
@semacam topi dr jerami@|@boater@
@semadi@|@meditation@
@semadi@|@meditation; meditate; (ber-) meditate (meny-kan) meditate over s.t. (peny-an) meditating@
@semak@|@coppice@
@semak beeduri@|@brier@
@semak belukar@|@thicket, thickets, undergrowth, shrub, scrub, bush@
@semak berbuauh kecil merah@|@holly@
@semak berbunga kecil2 ungu@|@heather@
@semak berbunga kuning@|@broom@
@semak berbunga putih berbau wangi@|@myrtle@
@semak berduri@|@bramble, thorn@
@semak berduri berbunga kuning@|@furze@
@semak lebat@|@covert@
@semak rendah@|@brushwood@
@semak2@|@clump@
@semalam@|@overnight@
@semampai@|@slender; nice figure (tall person)@
@semangat@|@zip, gusto, ginger, passion, animation, ardour, vivacity, vitality, vim, dash, passion, fervour, spark, spirit, perkiness, life, zing, fervor@
@semangat@|@zest, spirit, enthusiasm; ber-, enthusiastic/energetic@
@semangat hidup@|@ghost@
@semangat juang/tempur@|@morale@
@semanggi@|@clover@
@semangka@|@water-melon@
@semangka@|@watermelon@
@semasa@|@contemporary@
@semata2@|@pure, purely, simply, solely, strict, strictly@
@semau anda@|@convenience@
@semaunya@|@arbitrary@
@sembada@|@capable; able to carry through@
@sembah@|@respectful greeting w/ palms together, finger tips to forehead; memper-kan, offer/inform/report to person of high patronnage@
@sembahyang@|@prayer@
@sembarang@|@random@
@sembarang@|@of any kind, no particular o.; -an, at random, arbitrarily; ke-an, do any old way@
@sembarangan@|@offhand, wanton, indiscriminate@
@sembayang pagi@|@matins@
@sembelit@|@constipation@
@sembilan@|@nine@
@semboyan@|@watchword@
@semboyan@|@slogan, motto, catchword; sign, signal@
@sembrono@|@unthinking, slapdash@
@sembuh@|@heal, mend@
@sembuh@|@recover/heal; meny-kan, cure; ter-kan, curable; peny-an, healing@
@sembuh dr penyakit@|@pull round@
@sembul@|@meny-, appear partially, emerge; swell, bulge, protrude@
@sembunyi@|@dissimulate, covert, strike@
@sembunyi@|@(sembuni) hidden, concealed; hide@
@sembunyi utk maksud jahat/menghindari tugas@|@skulk@
@sembur@|@spittle, esp, when sprayed as a charm to cure@
@semburan@|@spurt, spout, spray@
@semcm lobak merah pedas@|@horse-radish@
@semcm perahu nelayan@|@drifter@
@semenanjung@|@peninsula@
@semenjak@|@since (lit.); (sejak)@
@sementara@|@transitory, awhile, tentative, provisional, casual@
@sementara@|@while (during/at the same time)(separate activities/people); - itu, meanwhile@
@sementara itu@|@interim@
@sementara wkt@|@meantime@
@sementara wkt/itu@|@meanwhile@
@semerbak@|@fragrant, fragrance@
@semesta@|@whole, entire, total ; - alam, universe@
@semestinya@|@necessarily@
@seminggu sblm Paskah@|@Holy Week@
@seminggu ssdh Paskah@|@Whitsun@
@semir@|@polish; - sepatu, shoe polish@
@semoga@|@I hope so; (mudah^2an, hopefully); semoga berhasil, wish s.o. success@
@Semoga lekas sembu.  (If s.o. sick)@|
@sempat@|@have sufficient time/opportunity; ke-an, opportunity/chance@
@sempit@|@narrow, squeeze, strait, poky, cramped@
@sempit@|@narrow@
@sempit pandangan@|@hidebound@
@sempoyongan@|@stagger@
@semprong lampu@|@chimney@
@semprot@|@spray, squirt; meny-, (v) spray@
@semprotan@|@syringe, spray@
@sempurna@|@immaculate, celestial, exquisite, impeccable, flawless, thoroughgoing, mature, consummate@
@sempurna@|@perfect@
@sempurna@|@perfect; complete@
@semrawut@|@chaotic, disorganized; ke-an, be chaotic, disorderly@
@semua@|@altogether, everything@
@semua@|@all, everything (items) (segala, seluruh)@
@semua laki2@|@mankind@
@semua meriam kapal pd 1 sisi kapal@|@broadside@
@semuanya@|@bodily@
@semut@|@ant@
@semuua@|@seeming@
@senam@|@gymnastics, calisthenics@
@senang@|@admiration, spirit, revel in@
@senang@|@happy, glad@
@senang@|@happy/contented; meny-kan, satisfy/make content@
@senang krn berhasil@|@triumphancy@
@senang sekali@|@ecstatic@
@senang2 dgn ribut (lupa daratan)@|@jinks@
@senantiasa@|@constantly, continual@
@senantiasa@|@always, continuously@
@senapan@|@rifle, gun; - mesin, machine gun@
@senapan kuno@|@musket@
@senapan patah@|@shotgun@
@senar@|@string@
@senar biola yg-@|@gut@
@senar kecapi dll@|@chord@
@senda gurau@|@jest, banter, sport, prank, pleasantry@
@senda-gurau@|@chaff@
@sendat@|@stick@
@sendawa@|@nitre@
@sendi@|@hinge, joint; socket; pivotal strength, principle@
@sendiri@|@singly, solely, solitary, poise@
@sendiri@|@alone, only, sole, solitary@
@sendiri@|@self; ber-, be alone, separate, apart; -an, alone; ke-an, solitude@
@sendiri2@|@several, severally@
@sendok@|@shank@
@sendok@|@spoon@
@sendok@|@spoon; - besar, table spoon; - gula, sugar spoon; - teh, teaspoon@
@sendok garpu@|@silver ware@
@sendok makan@|@table spoon@
@sendok sepatu@|@shoehorn@
@sendu@|@sad (ke-an) sadness@
@senewen@|@tremulous, jumpy@
@seng@|@zinc@
@seng@|@zinc; iron sheeting; roofing@
@sengaja@|@deliberate@
@sengaja@|@intentional, deliberate@
@sengal@|@painful joints; -2, pains; -2, out of breath, having difficulty breathing; ter-, difficult of breathing@
@sengat@|@violent, sting@
@sengat@|@the sting (organ) of certain insects; meny-, sting s.o. or s.t.; ter-, stung; -an, pain or wound from sting@
@sengatan@|@arrant@
@sengau@|@nasal, snuffle@
@sengau@|@to talk through the nose@
@senggang@|@spare@
@senggang@|@be free, unoccupied (of time); waktu -, free time@
@sengit@|@vicious, virulent, caustic@
@sengit@|@k.o. stinging insect; sharp (odor,words,etc);violent, bitter@
@sengsara@|@miserable@
@sengsara@|@misery/suffering; suffer/be miserable; meny-kan, torment s.o.@
@seni@|@knack, art@
@seni@|@refined, fine; art; -man, artist@
@seni cetak dr ukiran kayu@|@xylography@
@seni lukis/memotret@|@portraiture@
@seni mengisi kulit hewan shg kelihatan hidup@|@taxidermy@
@seni pahat/ukir@|@sculpture@
@seni panah@|@archery@
@seni pencetakan@|@typography@
@seni perencanaan tari@|@choreography@
@seni pidato@|@elocution, oratory@
@seni ramal tapak tangan@|@palmistry@
@seni/gaya tulisan tangan@|@penmanship@
@seni/keahlian menarik khayalak ramai@|@showmanship@
@seniman@|@artiste@
@seniman@|@artist@
@Senin@|@Monday@
@senior@|@senior@
@senja@|@gloaming, dusk, dusk, even, eventide@
@senjata@|@armpit@
@senjata@|@weapon; rifle, gun@
@senjata api@|@fire-arm@
@senjata berat@|@artillery@
@senjata ringan@|@small-arms@
@sensi@|@review@
@sensor@|@censor@
@sentakan@|@wrench, twitch, yank@
@senter@|@torch@
@senter@|@flashlight@
@sentris@|@centrally (pusat)@
@sentuh@|@-, ber-, touch; -an saya, personal touch; meny-, (v) touch@
@sentuhan@|@flick@
@sentuhan jari@|@flip@
@senyum@|@smile; ter-, to smile, smiling@
@senyum lebar@|@grin@
@senyuman@|@beam@
@seolah2@|@as if, as though@
@seorg@|@head@
@seorg bangsawan/pangkat tinggi@|@aristocrat@
@seorg diri@|@lonesome@
@seorg yg berdiri dekat & melihat@|@by-stander@
@seorg yg digaji utk menemani org tua/sakit@|@companion@
@seorg yg menyampaikan kabar/yg menerima komuni@|@communicant@
@sepadan@|@commensurate, match, compatible@
@sepaham@|@congenial, eye@
@sepak bola@|@soccer@
@sepakan@|@kick up a row@
@sepakat@|@acquiescent, unanimous@
@sepakat@|@agreed, unanimous@
@sepanjang@|@along, down@
@sepanjang hari@|@livelong day@
@sepanjang pantai@|@coastwise@
@separoh@|@half (setengah)@
@sepasang@|@brace@
@sepasang hewan penarik gerobak@|@team@
@sepasang lembu@|@yoke of oxen@
@sepato bot@|@boot@
@sepatu@|@paddle, footwear@
@sepatu@|@shoes@
@sepatu boot sampai lutut@|@wellingtons@
@sepatu bot tinggi dr karet@|@gumboot@
@sepatu bot utk mengail di kali@|@waders@
@sepatu but dari karet@|@galosh@
@sepatu dll@|@suede@
@sepatu dr kayu@|@last@
@sepatu kuat & berhias utk keluar kota@|@brogue@
@sepatu luar@|@overshoe@
@sepatu peluncur es@|@skate@
@sepatu ringan gilap utk menari@|@pump@
@sepatu sandal@|@slipper@
@sepatutnya@|@duly@
@sepeda@|@bicycle@
@sepeda gandeng@|@tandem bicycle@
@sepeda kumbang@|@moped@
@sepele@|@unimportant and trivial@
@sepelemparan batu@|@stone's throw@
@sependapat dgn@|@accord@
@sependpt@|@concur@
@sepenuhnya@|@unmitigated, utter, wholly@
@seperangkat@|@service@
@seperti@|@as/like (but not the same)@
@sepetak tanah utk tanaman@|@bed@
@sepi@|@dull, sleepy, restful@
@sepi@|@quiet, still; desolate, lonely; slack@
@sepi/mundur@|@depresi@
@sepintas@|@cursory@
@sepintas@|@- lalu, on the face of it, at first glance; sekali pandang@
@sepintas lalu@|@casual@
@sepintas selalu@|@fleeting@
@sepit@|@chopsticks@
@sepon@|@swab, sponge@
@sepotong bahan kain@|@band@
@sepotong2@|@piecemeal@
@seprai, seprei, sprei@|@bedsheet; coverlet, sheet@
@seprei@|@sheet, bed-clothes, bedding@
@September@|@September@
@sepul@|@bobbin@
@sepuluh@|@ten@
@sepupu@|@cousin@
@sepusat@|@concentric@
@serabut@|@fibre@
@serabut@|@fiber; fibrous, coarse@
@seragam@|@uniform, even@
@seragam@|@uniform@
@seragam militer kuning kecoklatan@|@khaki@
@serah@|@meny-, surrender/give in/accede; meny-kan, hand over/deliver s.t. to s.o.@
@serah@|@ber-, surrender (- diri, yield/- authority); meny-, -/give in (- kalah, admit defeat)@
@serah@|@meny-i/kan, hand s.t. over, transfer/submit; ter-, surrended/submitted; up to you@
@serai@|@lemongrass@
@serak@|@raucous, throaty, hoarse@
@serak@|@hoarse, husky (of voice)@
@serakah@|@avaricious@
@serakah@|@glutonous, greedy, selfish; ke-an, greed@
@seram@|@eerie, eery@
@seram, serem@|@hair-raising, terrifying, horrifying@
@serambi@|@gallery, stoep@
@serambi beratap (biara@|@cloister@
@serambi depan@|@porch@
@serambi depan yg bertiang@|@portico@
@serambi stasiun@|@platform@
@serampangan@|@haphazard, slapdash, botch@
@serampangn@|@shuffle@
@serang@|@meny-, attack; ter-, -ed; -an, (n)@
@serangan@|@onset@
@serangan (penyakit)@|@bout@
@serangan dahsyat & cepat (dr udara)@|@blitz@
@serangan dgn tembakan@|@bombardment@
@serangan hebat@|@onslaught@
@serangan kata2@|@diatribe@
@serangan kilat@|@charge@
@serangan mendadak@|@ambush, incursion, inroad@
@serangan penyakit mendadak@|@seizure@
@serangan penyakit saraf@|@hysterics@
@serangan penyakit tiba2@|@fit@
@serangan singkat mendadak@|@sortie@
@serangan tiba2@|@paroxysm, foray@
@serangga@|@insect@
@serangga kecil@|@earwig@
@serangga kecil hijau merusak tanaman@|@greenfly@
@serap@|@spare, reserve; meny-kan, to reserve s.t.; save as spare; ban -, spare tire@
@serap@|@meny-, absorb; pervade (- jiwa, pervade the soul)@
@serasi@|@elegant, neat, congenial, suit, harmonious, go together, regular, match, blend@
@serasi dgn@|@accord@
@serat@|@fibre, tow@
@serat@|@fibre@
@seraya@|@while/when@
@serba@|@completely, very much so; @
@serba cukup@|@self-contained@
@serba dpt dipastikan lebih dulu@|@deterministik@
@serbet@|@napkin, tea cloth@
@serbet@|@napkin@
@serbet@|@napkin; meny-(i), wipe off w/ napkin@
@serbet makan@|@serviette@
@serbu@|@meny-, attack in group; peny-, attacker@
@serbuan@|@descent@
@serbuk@|@powder@
@serbuk@|@dust; pollen; powder@
@serbuk batubara@|@slack@
@serbuk dr kikiran@|@filings@
@serbuk gergaji@|@sawdust@
@serempet@|@di-, struck by (glancing); meny-, strike@
@serendah2nya@|@rock-bottom@
@serentak@|@concurrent, outright, chorus, body@
@serep@|@spare@
@seret@|@trail@
@seret@|@dry of throat; have difficulty swallowing@
@sergah@|@say s.t. w/ a snarl@
@sergap@|@meny- attack, ambush@
@sergapan@|@ambush@
@seri@|@quits, radiance@
@seri@|@honourific royal title; shining splendor, gleam; ber-(2), (v) beam/shine@
@seri@|@shining splendor; meny-kan, brighten s.t.; ke-an, brilliance@
@seri@|@tied (for points in contest, etc.)@
@seriawan@|@sariawan; oral ulceration; - usus, dysentery@
@serigala@|@jackal, wolf@
@serikat@|@confederation@
@sering@|@frequent, keep@
@sering@|@often@
@sering mengunjungi@|@repair, resort to@
@sering terulang@|@perpetual@
@seringai@|@grimace, contortion@
@seringai@|@grin/grimmace; meny-, (v)@
@seringkali@|@constantly@
@sero@|@per-an, company, partnership; pe-, shareholder@
@serong@|@oblique@
@serong@|@askew, slanting; unfaithful@
@serpih@|@chip@
@serta@|@with, along with, and, as well as@
@serta-merta@|@trice@
@seru@|@howl@
@seru@|@call, shout (meny-, hail a cab, etc.); sharp, violent@
@seruak@|@meny- make o's way through a narrow passage or dense foliage or a crowd.@
@seruan@|@invocation, invocation, ejaculation, exclamation, invocation@
@seruan (pelaut)!@|@ahoy@
@seruan pemburu pd anjing pemburunya@|@talli-ho@
@seruan tanda menyukai/setuju@|@Hear!Hear!@
@seruan tdk ada artinya yg bersemangat@|@expletive@
@seruling@|@fife, pipe@
@seruling kecil@|@piccolo@
@serum@|@antitoxin@
@serupa@|@conformable, image, similar@
@serut@|@(Jkt) plane (carpentry tool); also as verb: serut kayunya, plane the wood@
@serutan (pensil)@|@shavings@
@sesaat@|@momentary@
@sesaat gembira@|@gleam@
@sesak@|@squeeze@
@sesak@|@closely pressed, crowded; - dada, - napas, asthmatic; penuh -, chock full; meny-an, to oppress; ke-an, oppression@
@sesak nafas@|@asphyxiate, choke@
@sesal@|@qualm, regret@
@sesal@|@regret, remorse, repentance@
@sesat@|@misguided@
@sesat@|@-, ter-, lost (direction) (hilang); go astray; meny-kan, lead -/mislead@
@sesatan/stray dr jln yg sebenarnya@|@aberasi@
@sesdh itu@|@thereafter@
@seseorang@|@someone@
@seseorg@|@reference@
@sesuai@|@due, apt, appropriate, due, concordant, conformable, congenial, suitable, suitably, harmonious, opportune, mutual, tune, fitting, fit, sit, convenient, convenience, compatible@
@sesuai@|@suitable, appropriate (pantas)@
@sesuai dgn@|@according@
@sesuai dgn-@|@regular@
@sesuai dgn kebiasaan@|@customary@
@sesuai dgn masy@|@popular@
@sesuai dgn musimnya@|@seasonable@
@sesuai dgn perhitungan@|@tally@
@sesuai/cocok@|@correspond@
@sesuai/cocok dgn@|@answer to, comport with, consort with@
@sesuai/cocok utk@|@suit@
@sesuatu@|@alusi@
@sesuatu@|@something@
@sesuatu dgn kasar@|@scramble@
@sesuatu utk mengalihkan perhatian@|@hocus-pocus@
@sesuatu yg berwuujud@|@entity@
@sesuatu yg biasa dikerjakan@|@usage@
@sesuatu yg buruk@|@eyesore@
@sesuatu yg datang dgn jml bsr@|@hail@
@sesuatu yg dibenci@|@anathema@
@sesuatu yg dihubungkan dgn yg lebih penting@|@adjunct@
@sesuatu yg diinginkan & dianggap-@|@plum@
@sesuatu yg diirikan@|@envy@
@sesuatu yg dilampaui/ditinggalkan@|@omission@
@sesuatu yg dilembekkan@|@mash@
@sesuatu yg dilemparkan utk melukai/merusak@|@missile@
@sesuatu yg diperoleh@|@acquirement, acquisition@
@sesuatu yg diperoleh/dicapai@|@attainment@
@sesuatu yg diserahkan@|@cession@
@sesuatu yg disukai@|@indulgence@
@sesuatu yg ditakuti/tdk disenangi tanpa alasan ttt@|@bugbear@
@sesuatu yg diwariskan turun-temurun@|@heirloom@
@sesuatu yg lebih disukai@|@preference@
@sesuatu yg membuktikan nilai yg sebenarnya@|@acid test@
@sesuatu yg mempesonakan@|@enchantment@
@sesuatu yg mendorong org bertindak@|@goad@
@sesuatu yg menjengkelkan@|@pinprick@
@sesuatu yg menyakitkan@|@sting@
@sesuatu yg menyegarkan@|@refreshment@
@sesuatu yg menyelubungi@|@curtain@
@sesuatu yg merugikan/mencemarkan nm@|@libel@
@sesuatu yg mirip@|@sort of@
@sesuatu yg mustahil/lucu@|@absurdity@
@sesuatu yg pendek@|@stubble@
@sesuatu yg sangat berharga@|@jewel, pearl@
@sesuatu yg sukar dimengeri@|@depth@
@sesuatu yg tdk penting@|@chiper@
@sesuatu yg tercurah@|@deluge@
@sesuatu yg tlh dijanjikan@|@komitmen, commitment@
@sesuatu/seseorg yg sukar didekati/diperoleh@|@will-o'-the-wisp@
@sesuautu yg diberikan utk menghindari gangguan/me-@|@sop@
@sesudah@|@after@
@sesudah itu@|@afterwards@
@sesungguhnya@|@sooth, virtual, veritable@
@set@|@pack@
@set dlm baseball@|@innings@
@set one on:menghasut spy menyerang@|@set@
@set ones ~:membubuhkan tanda tangan@|@hand@
@set smthng on ~:memulai sesuatu@|@foot@
@set smthng out:membentangkan@|@set@
@setan@|@demon, devil@
@setan@|@devil@
@setang@|@handlebar@
@setang penghisap/piston@|@piston-rod@
@setara@|@tantamount to, tantamount to@
@setasiun@|@station@
@seteguk minuman keras@|@nip@
@seteker@|@plug@
@setel@|@set, suit ( of clothes, cards, etc.) match@
@setel@|@tune up, adjust@
@setelah@|@after, afterwards@
@setelan@|@suit@
@setelan jas wanita@|@costume@
@setempel@|@official stamp@
@setengah@|@quasi-...@
@setengah@|@half (separoh)@
@seterika@|@iron, iron clothes@
@seterusnya@|@forth@
@setia@|@devotion, adhere, unfailing, faithful, fast, staunch@
@setia@|@faithful, loyal@
@setia@|@loyal, faithful; ke-an, loyalty, faithfulness a loyal person; faithfu@
@setia kawan@|@esprit de corps@
@setia/taat akan@|@cleave@
@setiap@|@every; each@
@setinggi langit@|@sky-high@
@setor@|@-, meny-, to pay in, to deposit; (peny)-an, payment, deposit@
